,Cell_001,Cell_002,Cell_003,Cell_004,Cell_005,Cell_006,Cell_007,Cell_008,Cell_009,Cell_010,Cell_011,Cell_012,Cell_013,Cell_014,Cell_015,Cell_016,Cell_017,Cell_018,Cell_019,Cell_020,Cell_021,Cell_022,Cell_023,Cell_024,Cell_025,Cell_026,Cell_027,Cell_028,Cell_029,Cell_030,Cell_031,Cell_032,Cell_033,Cell_034,Cell_035,Cell_036,Cell_037,Cell_038,Cell_039,Cell_040,Cell_041,Cell_042,Cell_043,Cell_044,Cell_045,Cell_046,Cell_047,Cell_048,Cell_049,Cell_050,Cell_051,Cell_052,Cell_055,Cell_058,Cell_059,Cell_060,Cell_061,Cell_062,Cell_063,Cell_064,Cell_065,Cell_066,Cell_067,Cell_070,Cell_071,Cell_074,Cell_076,Cell_077,Cell_079,Cell_082,Cell_083,Cell_084,Cell_085,Cell_086,Cell_090,Cell_091,Cell_093,Cell_094,Cell_095,Cell_098,Cell_099,Cell_102,Cell_103,Cell_105,Cell_106,Cell_107,Cell_108,Cell_109,Cell_110,Cell_111,Cell_114,Cell_115,Cell_117,Cell_120,Cell_122,Cell_123,Cell_124,Cell_125,Cell_126,Cell_129,Cell_130,Cell_131,Cell_134,Cell_137,Cell_138,Cell_139,Cell_141,Cell_144,Cell_145,Cell_146,Cell_147,Cell_148,Cell_150,Cell_151,Cell_152,Cell_153,Cell_154,Cell_157,Cell_158,Cell_159,Cell_160,Cell_161,Cell_164,Cell_165,Cell_166,Cell_168,Cell_169,Cell_171,Cell_173,Cell_174,Cell_175,Cell_177,Cell_179,Cell_180,Cell_181,Cell_182,Cell_183,Cell_184,Cell_185,Cell_186,Cell_191,Cell_192,Cell_196,Cell_198,Cell_199,Cell_200,Cell_201,Cell_202,Cell_203,Cell_204,Cell_205,Cell_206,Cell_207,Cell_208,Cell_209,Cell_210,Cell_212,Cell_213,Cell_214,Cell_215,Cell_216,Cell_217,Cell_218,Cell_219,Cell_220,Cell_221,Cell_222,Cell_223,Cell_224,Cell_226,Cell_227,Cell_228,Cell_229,Cell_230,Cell_231,Cell_233,Cell_234,Cell_235,Cell_236,Cell_237,Cell_245,Cell_246,Cell_247,Cell_248,Cell_249,Cell_250,Cell_251,Cell_252,Cell_253,Cell_254,Cell_255,Cell_256,Cell_257,Cell_258,Cell_259,Cell_260,Cell_261,Cell_262,Cell_263,Cell_265,Cell_266,Cell_267,Cell_268,Cell_269,Cell_270,Cell_271,Cell_272,Cell_273,Cell_274,Cell_275,Cell_276
Tbx21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasal2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pappa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wwp1,36,1,0,0,3,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,621,136,0,23,0,1,0,0,0,483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,123,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,799,0,0,0,0,0,4,0,2,0,0,0,1525,0,4,777,0,0,0,1,3,0,3,1,0,1074,1,189,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mapk6,0,0,3,332,18,0,4,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,3,0,0,0,0,0,1,10,22,0,1,2,0,0,5890,2,0,0,6,626,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,0,0,0,0,0,70,0,1,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,2,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eif4ebp1,0,0,29,0,285,162,40,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,103,1169,0,13,0,0,0,1,0,2394,26,0,0,2159,0,0,0,0,0,0,0,0,29,192,0,0,0,0,267,0,4,0,38,0,165,0,290,31,991,2945,0,66,34,25,1,0,3,18,0,10,0,0,0,12,6,0,0,0,0,0,37,0,54,0,43,2,0,0,0,0,0,0,0,80,0,0,0,0,1593,389,13,1,1,0,0,208,0,899,0,0,0,0,0,398,298,0,0,0,0,0,3,0,0,0,0,0,0,445,0,4,0,0,32,0,2,0,0,0,976,3,47,1,0,0,460,1,0,2,0,0,0,0,0,0,0,0,4,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
Eif3i,0,0,0,1691,412,0,1403,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,20,0,1,1,1193,0,24,0,257,34,1,74,1,0,113,23,0,0,259,1,0,0,0,0,0,0,0,512,10,113,129,837,1,3,0,63,158,1,4236,0,1733,245,0,1,0,0,1,0,0,0,0,0,0,0,0,1,627,0,0,1,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,22,0,0,0,2,0,9,43,0,0,7,0,0,0,0,7,0,0,215,4,0,0,1,0,1,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxw7,0,0,5,0,13,302,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,29,18,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,28,476,1,0,0,34,0,283,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,105,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp4,0,0,0,1,47,0,0,0,375,1,0,1,0,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,313,0,0,0,0,1,0,0,0,133,0,0,1,3031,0,1,0,4,0,0,2,3,3,5,0,1,0,0,145,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,16,0,56,0,1,3,0,0,0,0,1,0,0,1684,0,0,0,2,3,69,9,0,1,0,0,0,335,0,0,117,0,0,228,0,0,0,1,571,667,4,1,2,0,1,160,0,0,1,166,2,0,1,5,0,595,0,1,0,0,0,0,0,0,0,0,1,0,0,2503,1,2,1,1,1,12,0,89,0,0,0,0,0,0,0,0,14,4,0,1,0,0,2,0,4067,0,1,0,18
Skap1,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,0,118,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,1,0,0,2,0,0,0,1,37,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilkap,0,0,14,0,17,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,54,153,0,92,23,0,0,0,0,0,1,177,3,1,0,0,0,1,397,161,4,0,0,0,0,0,0,0,0,120,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,92,0,0,1,0,1,0,330,0,0,0,548,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,8,0,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lmnb1,34,0,31,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,452,0,0,0,0,0,181,0,5218,2,0,5,2220,0,2,0,4,7,0,391,1,66,73,115,1995,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,30,22,39,2,2,0,0,94,0,0,3,0,0,0,0,1,0,420,0,98,0,0,0,132,152,0,1,0,707,0,14,2023,1,0,0,4,0,0,5,0,0,91,305,1,1,0,0,1,3,0,0,258,1,0,1,0,1,45,1772,0,5,1,0,30,121,0,1,34,9,4,0,5,0,560,7,16,0,0,8,16,1,7,294,2,0,268,0,3,7,0,0,0,0,50,0,0,0,5,0,51,0,0,0,0,0,0,0,0,123,28,0,1,30,5,25,0,1,0,0,1,7,0,0,1016,0,3,0,0,361
Fbxl4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szt2,14,0,545,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,50,0,0,0,19,0,430,0,0,0,0,0,808,1,0,353,0,0,1,1,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pex10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,316,0,0,650,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpn3,0,0,0,0,9,0,0,0,0,0,344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,130,0,0,0,0,0,0,0,56,295,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,1,0,0,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,221
Cpe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmachc,0,0,0,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3gnt3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninj1,30,67,33,0,3,0,179,0,36,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,64,576,0,0,0,468,0,0,0,103,0,1,1,253,0,0,0,0,0,0,0,0,0,0,5,0,1494,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,947,569,158,0,0,0,425,0,0,0,0,1,5111,1,0,2,0,0,0,1,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,539,1,3464,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,0,0,0,0,1,762,0,0,0,0,2,0,0,0,0,0,0,0,1,3,77,0,0,0,0,1712,1,0,0,10,1056,0,1,119,11,0,0,1,0,0,0,1,1,64,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0
Eif5b,22,0,35,0,24,0,338,0,56,0,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,444,0,0,0,1,0,22,0,45,8,0,0,25,1,149,474,0,1,10,7,1,1,5,0,1919,0,83,31,4,86,79,7,0,2,0,1400,2,34,6,13,444,685,0,72,610,0,0,2,0,1,0,10,0,0,0,0,1,0,0,0,0,0,539,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1504,0,0,1,384,1,0,204,1,0,1,71,0,0,5,0,1,57,1,61,0,21,80,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucp2,197,0,4778,1057,551,108,921,0,105,594,154,167,0,0,15,0,0,21,162,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,2809,0,56,0,126,0,0,0,18,458,0,387,715,2449,1,1,0,0,0,0,0,1651,1211,0,2867,0,1611,1,1357,0,299,1275,2,233,1218,180,11,1,122,1114,877,2,217,5038,1817,0,89,231,0,571,4908,44,1,5915,773,99,2,1265,266,11552,2791,0,1,1834,593,1,1,1,15,2,3,8152,0,0,1,0,0,0,373,3192,2,380,0,0,389,1,616,0,4061,18,2,4,7,784,1,6,2,1,1,12467,0,3,1,19,7,1,7780,10,8,1,0,2351,11,374,4,1,1,192,5,56,7,1,7,1024,1,0,13,3614,12,6,1829,7,0,3498,16,14,0,0,0,0,0,0,13,0,1,0,0,18,4,8162,2,3,1,2,1,0,0,8,1,0,3,0,1,0,1378,0,0,0,526,0,0,0,1,0,19,1,0
Rbm18,1,0,0,0,0,0,0,0,2,448,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,36,1,7,0,282,22,5,5007,65,0,0,338,1,0,0,0,0,0,0,0,118,0,1,1,0,0,0,672,1,0,0,110,0,472,0,1,0,0,0,2,0,15,0,387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,16,0,25,0,0,94,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cmpk1,504,0,0,13,0,0,317,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,304,250,2,0,0,0,301,3,431,0,165,67,1,8,25,1,1427,4,0,0,8,0,0,0,0,2,0,3,7,16,0,53,2,1082,2,3889,1,469,1,102,1,2274,362,0,26,0,1,0,0,0,0,0,0,1,0,0,0,0,2097,0,2,0,0,0,1,0,258,0,1,125,0,0,0,0,1,1010,0,0,1,0,0,0,1,1,0,1,0,2,529,0,0,306,0,1,0,584,5451,0,5,95,0,0,1,48,0,2,2,0,0,20,0,0,0,0,30,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vbp1,0,0,1198,1182,2,0,324,0,3,0,363,2,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,230,140,0,993,0,149,896,1,0,2,165,0,30,0,837,25,26,0,31,1,947,0,1,806,1228,0,0,39,294,10,0,130,413,0,83,0,99,2,2268,8,3161,1726,30,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,2091,0,0,0,1,671,0,168,1,0,1,1,0,715,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,319,0,0,0,79,0,0,0,0,0,0,478,12,0,0,0,0,0,1,1069,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Letm2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,0,2,0,0,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310057M21Rik,0,0,11,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,371,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eefsec,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
