SourceGENES,TargetGENES,Interaction,Edges
g52,g33,0.000558792010408942,repression
g21,g63,0.00055478148934949,activation
g42,g37,0.000550696125611942,activation
g42,g13,0.000543696092822336,activation
g0,g54,0.000542471459385612,activation
g14,g55,0.000541985514550152,repression
g55,g4,0.000541207208874888,repression
g55,g45,0.000535860217227687,repression
g59,g40,0.000528716529458666,activation
g28,g35,0.000525508164735137,repression
g42,g31,0.00048238773423067,activation
g55,g59,0.000477446345133482,activation
g28,g47,0.000464498323361087,repression
g34,g57,0.000459512523260367,activation
g21,g10,0.000454652650724832,activation
g0,g39,0.000453261467153867,activation
g55,g33,0.000452648776153838,repression
g36,g29,0.000452432622279876,repression
g5,g37,0.00045113421266436,repression
g42,g45,0.00043716798367925,repression
g14,g33,0.000435301687903317,repression
g4,g23,0.000434627079846623,repression
g0,g23,0.000432781963918757,repression
g57,g5,0.000430458241559007,repression
g52,g20,0.000426256151360171,activation
g28,g25,0.000421582336646489,repression
g36,g53,0.000420986044756159,repression
g55,g39,0.000399240058012538,activation
g55,g35,0.000386699129571597,activation
g52,g37,0.000384211560092147,repression
g52,g35,0.000379091973296198,repression
g57,g48,0.000378943081693435,repression
g55,g57,0.000378924000411569,repression
g4,g6,0.000373709957551255,activation
g36,g23,0.000373044518949267,activation
g21,g0,0.000372759771622149,repression
g52,g18,0.000360800201319426,repression
g52,g14,0.000358504554411165,activation
g0,g3,0.000351148415222398,activation
g28,g29,0.000343313427244588,repression
g28,g42,0.000333325129929246,repression
g42,g3,0.000332125681552697,repression
g52,g22,0.000315117155941537,repression
g52,g26,0.000312234408291857,activation
g57,g1,0.000309349547374089,activation
g52,g2,0.000306372331173131,activation
g0,g58,0.000305864957527835,activation
g52,g60,0.000299328983493556,repression
g10,g1,0.000284997603059323,activation
g21,g36,0.00026013349935743,activation
g42,g12,0.000259773178070256,activation
g21,g9,0.00025288439016638,activation
g52,g58,0.000249888051048873,repression
g52,g32,0.000246628928435919,repression
g0,g34,0.000233682806052491,repression
g52,g4,0.000224072651743313,activation
g0,g6,0.000218469819358202,repression
g0,g11,0.000216668121615518,repression
g10,g43,0.000211745263179064,activation
g16,g2,0.000209606923599111,activation
g4,g46,0.000191503404605266,repression
g18,g37,0.000180760189421298,repression
g42,g36,0.000177121040292268,repression
g42,g56,0.000170476992160221,repression
g10,g50,0.000166475401244445,activation
g42,g4,0.000159145485367814,repression
g28,g58,0.000156002055916997,repression
g37,g30,0.000154582463714937,activation
g55,g37,0.000148235133380199,activation
g52,g30,0.000143831074109924,activation
g23,g15,0.000142108459234936,activation
g21,g11,0.000137678944788093,repression
g10,g24,0.000133553925383049,repression
g59,g23,0.000130227486788776,activation
g0,g45,0.000126956954638861,repression
g37,g61,0.000123054015240938,repression
g55,g34,0.000120211290578196,repression
g0,g33,0.0001196798890858,activation
g55,g26,8.82710526880373e-05,repression
g60,g20,8.74837369190558e-05,activation
g18,g25,8.70756211354338e-05,repression
g42,g2,6.89980292503621e-05,activation
g18,g53,6.47131995816072e-05,repression
g10,g60,6.46955133039356e-05,repression
g57,g24,6.25510285250069e-05,activation
g28,g4,6.23118657180072e-05,repression
g52,g64,5.74948235831882e-05,repression
g40,g37,2.25020818620529e-05,activation
g16,g61,1.40858238648125e-05,activation
g42,g35,5.36076719844502e-06,activation
g35,g49,1.11146557145314e-35,repression
g43,g57,8.41802621730886e-36,activation
g43,g54,7.40616394145856e-36,repression
g13,g49,6.48145811386169e-36,activation
g11,g62,6.3876884406569e-36,repression
g43,g53,6.30921350081198e-36,repression
g7,g60,6.16569686224941e-36,activation
g47,g49,6.14705812481752e-36,activation
g47,g31,6.14115056082113e-36,repression
g43,g58,5.92376427706367e-36,activation
g13,g31,5.87294014550093e-36,activation
g47,g55,5.87090135903888e-36,activation
g7,g54,5.71446855122196e-36,repression
g7,g8,5.63401548878544e-36,activation
g7,g27,5.51544091743482e-36,activation
g33,g31,5.26037422880515e-36,activation
g63,g54,5.14827702956349e-36,activation
g47,g40,4.94915611475353e-36,repression
g38,g44,4.88749084756049e-36,activation
g7,g16,4.7679403692357e-36,repression
g63,g42,4.5944874560175e-36,activation
g11,g49,4.57529227239881e-36,repression
g38,g49,4.57314621121247e-36,activation
g7,g5,4.47448250393977e-36,repression
g43,g10,4.4143442887157e-36,activation
g43,g5,4.18870029553278e-36,repression
g43,g8,4.18542174337148e-36,repression
g32,g51,4.15990652768188e-36,repression
g35,g34,4.15932617768292e-36,repression
g43,g32,4.13847292499047e-36,repression
g13,g40,4.11869434914682e-36,repression
g32,g26,4.09633695506208e-36,activation
g20,g57,4.07887258391841e-36,activation
g63,g27,4.05507007693319e-36,activation
g7,g58,3.98974955814348e-36,activation
g13,g55,3.85990068608271e-36,repression
g43,g17,3.85822199809626e-36,repression
g62,g49,3.84421315785281e-36,activation
g43,g11,3.83147753101004e-36,repression
g29,g49,3.80890226645911e-36,repression
g7,g57,3.79008199157033e-36,repression
g35,g0,3.78598426326259e-36,repression
g43,g25,3.75374507850633e-36,activation
g32,g44,3.68310677502707e-36,activation
g38,g28,3.67120806651538e-36,activation
g32,g25,3.65915402994676e-36,repression
g43,g12,3.65856522527954e-36,activation
g7,g37,3.65627911076883e-36,activation
g32,g42,3.62805145000493e-36,activation
g17,g49,3.54823285647976e-36,repression
g38,g46,3.52484581637324e-36,repression
g63,g8,3.49177761464944e-36,repression
g32,g28,3.47078029435855e-36,repression
g20,g55,3.46353819539273e-36,activation
g7,g32,3.45200654734934e-36,repression
g63,g36,3.34095983787412e-36,repression
g33,g41,3.31885713043398e-36,activation
g43,g37,3.31569933798608e-36,activation
g7,g53,3.31569223097025e-36,repression
g7,g42,3.30946042816043e-36,repression
g63,g52,3.2970863426976e-36,repression
g33,g36,3.28407962211956e-36,activation
g64,g0,3.26306460736078e-36,repression
g38,g52,3.25398914075848e-36,repression
g33,g46,3.16103900293041e-36,activation
g7,g0,3.15926851686527e-36,repression
g43,g29,3.14300820225922e-36,repression
g43,g38,3.13447577677386e-36,activation
g43,g27,3.12712694444206e-36,repression
g11,g44,3.11418253101074e-36,repression
g43,g23,3.10095393807014e-36,repression
g63,g25,3.08853270187963e-36,repression
g38,g51,3.08456898371337e-36,repression
g32,g35,2.99296881357662e-36,repression
g63,g53,2.93392214007105e-36,activation
g13,g22,2.91746427032876e-36,activation
g64,g36,2.90260423861981e-36,repression
g38,g26,2.89255560883599e-36,repression
g38,g34,2.88342802804476e-36,activation
g12,g62,2.86222647039967e-36,repression
g33,g18,2.86051466312419e-36,repression
g7,g23,2.85907533143177e-36,repression
g63,g48,2.84231662980326e-36,activation
g33,g22,2.83039682368045e-36,repression
g33,g0,2.80107687516997e-36,activation
g33,g20,2.7815238640338e-36,repression
g44,g64,2.77733450347354e-36,repression
g20,g40,2.77676197459105e-36,repression
g32,g52,2.73940947927714e-36,repression
g33,g59,2.72220810417888e-36,activation
g7,g29,2.71935815015911e-36,activation
g12,g49,2.70138498828206e-36,activation
g63,g38,2.67184199052094e-36,activation
g33,g14,2.66797521675081e-36,repression
g11,g16,2.66499607773236e-36,repression
g62,g57,2.65993706222371e-36,repression
g63,g58,2.65533526551318e-36,activation
g38,g33,2.65324455883413e-36,repression
g20,g49,2.65013372043685e-36,activation
g7,g38,2.64328645685874e-36,activation
g38,g62,2.63173355875224e-36,repression
g44,g33,2.62003036266962e-36,repression
g29,g16,2.5988586415231e-36,repression
g64,g60,2.57827618238415e-36,activation
g38,g24,2.55947204663458e-36,repression
g29,g62,2.55785876509405e-36,repression
g20,g9,2.52236667768744e-36,activation
g7,g63,2.49081184788296e-36,activation
g63,g60,2.48999801304613e-36,activation
g63,g11,2.47928730201076e-36,repression
g17,g55,2.45221305020203e-36,repression
g35,g16,2.44962719933608e-36,repression
g29,g42,2.43532594592363e-36,activation
g33,g17,2.43448332309767e-36,activation
g35,g46,2.41529579932893e-36,activation
g7,g24,2.40042089666674e-36,repression
g35,g60,2.39955617113552e-36,repression
g29,g28,2.38839144713509e-36,repression
g38,g35,2.38069852539633e-36,activation
g63,g10,2.36004040475778e-36,activation
g7,g52,2.35323628018234e-36,activation
g33,g12,2.35211779901131e-36,repression
g62,g16,2.35193711248768e-36,activation
g63,g12,2.33671770861481e-36,activation
g7,g61,2.33586843081813e-36,repression
g64,g52,2.33468034461776e-36,repression
g12,g40,2.30819131559938e-36,repression
g35,g47,2.29341439044533e-36,activation
g64,g29,2.28272884579422e-36,repression
g64,g27,2.28016438582455e-36,repression
g7,g36,2.2719692134437e-36,activation
g32,g3,2.25916136196638e-36,repression
g43,g15,2.25845793108694e-36,repression
g35,g62,2.24408605327979e-36,activation
g33,g40,2.20702704859583e-36,repression
g63,g23,2.15859408069051e-36,activation
g43,g24,2.14289475998131e-36,activation
g63,g32,2.11187388591294e-36,repression
g63,g5,2.1026146524262e-36,repression
g32,g4,2.09113943079402e-36,activation
g12,g55,2.09023830558579e-36,repression
g7,g15,2.07434175538107e-36,activation
g38,g64,2.06690335216361e-36,activation
g13,g21,2.06565757818315e-36,activation
g43,g16,2.05158236480839e-36,activation
g64,g10,2.00991309198045e-36,repression
g32,g24,2.00825738468343e-36,activation
g47,g57,2.00270838013826e-36,activation
g11,g47,2.00261034322359e-36,repression
g7,g12,1.99037236178182e-36,repression
g12,g21,1.98660752757416e-36,repression
g43,g52,1.95918995933302e-36,repression
g38,g3,1.95058170572238e-36,activation
g13,g47,1.94841977459269e-36,activation
g35,g64,1.94412353367439e-36,repression
g32,g62,1.93892694530654e-36,activation
g32,g45,1.91967446687054e-36,repression
g62,g8,1.91900220534385e-36,repression
g13,g62,1.89409404742833e-36,repression
g29,g44,1.86002040982485e-36,repression
g17,g9,1.85181051208357e-36,activation
g29,g47,1.85169937659659e-36,repression
g38,g13,1.83831185143283e-36,repression
g11,g13,1.83365082835807e-36,activation
g38,g45,1.82961547359643e-36,activation
g7,g10,1.82457878072912e-36,activation
g35,g24,1.81927178604513e-36,activation
g29,g51,1.81589020102846e-36,activation
g64,g32,1.80600973335232e-36,activation
g35,g44,1.78548722499626e-36,repression
g13,g20,1.78389514198902e-36,activation
g47,g22,1.78325836639019e-36,activation
g7,g48,1.78254628329699e-36,activation
g33,g10,1.76849413259714e-36,repression
g38,g60,1.75670751335051e-36,repression
g11,g42,1.75550654902535e-36,repression
g12,g26,1.75150802592496e-36,activation
g38,g25,1.74017346685016e-36,repression
g11,g28,1.73951040106358e-36,repression
g32,g56,1.73659938422686e-36,activation
g64,g12,1.73190905991705e-36,activation
g64,g58,1.73074148350724e-36,activation
g7,g17,1.72259362788063e-36,activation
g38,g47,1.7198415712966e-36,repression
g12,g9,1.71955291108885e-36,activation
g32,g6,1.71529922448768e-36,repression
g38,g0,1.70805076466333e-36,activation
g32,g39,1.6959225505972e-36,activation
g64,g11,1.69445683183012e-36,repression
g43,g51,1.65063844137674e-36,activation
g38,g56,1.64597325522961e-36,repression
g38,g42,1.64090116127454e-36,repression
g35,g28,1.6209313380005e-36,repression
g62,g55,1.61090088622588e-36,repression
g38,g39,1.60695846062595e-36,repression
g11,g35,1.58428058755133e-36,repression
g64,g5,1.57257422715834e-36,activation
g33,g29,1.56717560784855e-36,activation
g17,g62,1.56462824440523e-36,repression
g11,g3,1.55336902483309e-36,activation
g32,g49,1.54509212512812e-36,repression
g35,g33,1.5364273578988e-36,repression
g63,g37,1.52579015949502e-36,repression
g64,g54,1.51503388500747e-36,repression
g64,g17,1.51124690531372e-36,repression
g47,g62,1.50503896763253e-36,activation
g11,g56,1.50052368411868e-36,repression
g11,g51,1.49997547003247e-36,activation
g63,g24,1.49726908016704e-36,repression
g64,g31,1.48496882436908e-36,activation
g7,g11,1.47940389318228e-36,repression
g29,g3,1.47298633806635e-36,repression
g43,g20,1.46620973937272e-36,activation
g7,g1,1.45215097785653e-36,repression
g64,g38,1.45179243870575e-36,activation
g47,g21,1.44651423969329e-36,repression
g33,g11,1.44543874395839e-36,activation
g63,g61,1.43618322451449e-36,repression
g29,g24,1.42679962401902e-36,repression
g32,g33,1.42565030507809e-36,repression
g63,g51,1.42355520841883e-36,repression
g63,g0,1.42049964202071e-36,activation
g33,g47,1.41895897770248e-36,activation
g43,g36,1.41845798282984e-36,repression
g47,g20,1.4139772781988e-36,activation
g33,g13,1.40339121108617e-36,repression
g11,g46,1.4016436567764e-36,repression
g32,g19,1.40128673189893e-36,activation
g7,g34,1.40082482053811e-36,repression
g17,g26,1.39548843728278e-36,repression
g7,g6,1.38773971096409e-36,repression
g43,g55,1.3772488029803e-36,activation
g20,g62,1.36956875614442e-36,repression
g20,g31,1.36786512894857e-36,activation
g47,g9,1.36351212711263e-36,repression
g44,g34,1.36241530902426e-36,activation
g38,g4,1.35851358075977e-36,repression
g32,g53,1.35428472178807e-36,activation
g29,g13,1.33129171238867e-36,repression
g64,g18,1.32824769125631e-36,repression
g43,g19,1.32343600478291e-36,activation
g43,g9,1.30990755100325e-36,repression
g62,g9,1.30936264427317e-36,repression
g32,g2,1.29949940483836e-36,repression
g12,g13,1.29657261128161e-36,activation
g12,g25,1.29407794847787e-36,activation
g63,g29,1.26858219292175e-36,activation
g29,g35,1.25707875680745e-36,repression
g64,g41,1.25466448643947e-36,activation
g64,g57,1.25319671986498e-36,activation
g33,g57,1.23293819035662e-36,repression
g12,g57,1.2301729602197e-36,repression
g7,g19,1.22692158370215e-36,repression
g62,g37,1.22389907567485e-36,repression
g64,g23,1.22248283899552e-36,repression
g7,g25,1.21454837229869e-36,repression
g29,g52,1.21065081033365e-36,repression
g64,g53,1.20384389195363e-36,repression
g29,g39,1.18307347450782e-36,activation
g43,g61,1.17602429853865e-36,repression
g11,g26,1.16936166716604e-36,repression
g32,g64,1.16485796893448e-36,activation
g7,g28,1.16310326141195e-36,repression
g64,g59,1.15896655667873e-36,repression
g35,g22,1.15796351530994e-36,repression
g38,g2,1.15376316425369e-36,activation
g29,g17,1.14745647911234e-36,activation
g32,g13,1.14526832762369e-36,repression
g11,g45,1.14389619761465e-36,repression
g63,g17,1.13771582570914e-36,repression
g38,g30,1.13672547278971e-36,activation
g43,g42,1.13426320441227e-36,activation
g64,g42,1.13416849803468e-36,repression
g13,g13,1.12440748452782e-36,activation
g11,g4,1.10429621310904e-36,repression
g29,g45,1.10118504761222e-36,repression
g29,g6,1.09486360677896e-36,repression
g64,g34,1.08936550314393e-36,repression
g20,g17,1.07317232800703e-36,activation
g12,g14,1.06916729525014e-36,repression
g11,g6,1.06087523589471e-36,activation
g29,g56,1.05735749270995e-36,activation
g64,g24,1.05181179734146e-36,activation
g62,g63,1.05101197298689e-36,repression
g44,g30,1.04028346934101e-36,activation
g11,g21,1.03852988176954e-36,repression
g64,g37,1.02653875606334e-36,activation
g11,g64,1.02419213472139e-36,repression
g11,g39,1.02360100242692e-36,activation
g43,g31,1.01172039121702e-36,activation
g43,g0,1.00198828879214e-36,activation
g63,g63,9.95436764819567e-37,activation
g32,g54,9.93126038098135e-37,repression
g11,g2,9.89359857048815e-37,activation
g33,g32,9.8785919037357e-37,repression
g64,g20,9.87177140817573e-37,repression
g62,g15,9.78736526896361e-37,repression
g20,g21,9.75672290374751e-37,activation
g32,g38,9.74526444495004e-37,repression
g64,g14,9.676630521953e-37,activation
g64,g46,9.60206777711125e-37,repression
g29,g4,9.51059115753611e-37,activation
g63,g6,9.50870752641042e-37,repression
g32,g30,9.41436480217429e-37,repression
g7,g50,9.38695761840371e-37,repression
g35,g30,9.33638700015535e-37,activation
g20,g20,9.33330200133809e-37,activation
g12,g51,9.24284148512459e-37,repression
g12,g47,9.16297015372497e-37,activation
g29,g26,9.11287533682826e-37,repression
g13,g46,9.01733260062708e-37,activation
g11,g52,9.01582008935213e-37,activation
g11,g33,8.88111611407226e-37,activation
g12,g35,8.85705328191276e-37,activation
g12,g31,8.85448301691249e-37,activation
g12,g44,8.83881240536682e-37,repression
g11,g14,8.76532403016273e-37,repression
g62,g5,8.74430820302872e-37,activation
g43,g60,8.65216084163686e-37,repression
g17,g40,8.62734476889131e-37,activation
g11,g30,8.46664695177204e-37,activation
g63,g15,8.36713787172379e-37,repression
g47,g47,8.36406853100058e-37,activation
g44,g46,8.26578390846877e-37,activation
g38,g38,8.17892656526503e-37,activation
g11,g34,8.15321127233228e-37,activation
g32,g47,8.13467461016842e-37,activation
g29,g2,8.07187927607e-37,activation
g32,g21,8.03994782435004e-37,activation
g35,g13,7.98010933245822e-37,activation
g44,g28,7.88728907655975e-37,activation
g29,g37,7.63769611928869e-37,activation
g7,g51,7.60722541308738e-37,repression
g12,g17,7.44008876284718e-37,activation
g43,g48,7.38408963279936e-37,activation
g64,g16,7.36448863386865e-37,repression
g44,g47,7.3149400953377e-37,activation
g35,g37,7.11421654246705e-37,repression
g44,g22,7.08086124744169e-37,activation
g38,g14,7.06216987980441e-37,repression
g35,g39,6.98865781522951e-37,repression
g35,g56,6.88822406046539e-37,activation
g47,g59,6.81691736115204e-37,activation
g7,g43,6.77430222517036e-37,activation
g63,g40,6.74948724503742e-37,activation
g32,g9,6.72657182458547e-37,activation
g29,g25,6.68980537092678e-37,activation
g63,g35,6.51873611601825e-37,repression
g64,g48,6.49018629402168e-37,repression
g32,g46,6.47649825597913e-37,activation
g33,g52,6.42103744172697e-37,repression
g47,g13,6.38988657015011e-37,activation
g62,g50,6.19649016268934e-37,repression
g32,g34,6.04716188250677e-37,repression
g12,g41,5.9790793224547e-37,activation
g29,g34,5.89952526101285e-37,activation
g32,g58,5.6894855309261e-37,repression
g64,g22,5.55515610489305e-37,activation
g44,g3,5.53408112577363e-37,activation
g62,g54,5.49790449797837e-37,activation
g29,g33,5.43606083945048e-37,activation
g35,g18,5.37840836492365e-37,repression
g13,g41,5.37602744953451e-37,activation
g63,g4,5.37005115734284e-37,activation
g44,g45,5.32817134176117e-37,activation
g13,g18,5.32493861050905e-37,activation
g47,g41,5.32041189568598e-37,activation
g20,g53,5.21662574664294e-37,activation
g17,g25,5.1735525140265e-37,repression
g20,g26,5.15451589786394e-37,activation
g44,g2,5.12739570711168e-37,repression
g35,g45,5.09002139093142e-37,repression
g11,g7,5.04340510353179e-37,repression
g63,g18,5.03230764995504e-37,repression
g17,g21,5.00232250131612e-37,repression
g29,g30,4.98853018615826e-37,activation
g17,g19,4.92691177737965e-37,repression
g29,g38,4.91668965333354e-37,activation
g11,g17,4.84344097537283e-37,repression
g11,g60,4.81789745176085e-37,repression
g43,g26,4.76951807163763e-37,repression
g17,g3,4.70335934195989e-37,activation
g7,g39,4.6580348883742e-37,activation
g47,g17,4.65487932963835e-37,activation
g35,g29,4.63287270107811e-37,repression
g29,g64,4.58509733847276e-37,repression
g12,g4,4.5743736063197e-37,repression
g33,g34,4.5534297868118e-37,activation
g33,g21,4.53808405594626e-37,activation
g13,g33,4.4893237346171e-37,repression
g35,g3,4.47571179926402e-37,repression
g35,g2,4.44114980702492e-37,activation
g62,g19,4.40383690379781e-37,repression
g63,g28,4.36045477297301e-37,activation
g17,g56,4.25352220677102e-37,activation
g35,g31,4.24094862193035e-37,activation
g20,g15,4.09485144542752e-37,repression
g44,g24,4.0146317652797e-37,repression
g12,g3,3.98679353657762e-37,activation
g12,g53,3.98639637906294e-37,repression
g62,g20,3.98603247503694e-37,repression
g35,g20,3.94826430853967e-37,activation
g44,g39,3.94498782504761e-37,activation
g64,g25,3.9113202743895e-37,activation
g20,g12,3.88242061728433e-37,activation
g20,g25,3.85769710800227e-37,activation
g64,g1,3.85291952633167e-37,repression
g63,g57,3.85042228333506e-37,repression
g63,g19,3.70693671141107e-37,activation
g11,g20,3.65328541054067e-37,activation
g12,g20,3.61296560350555e-37,activation
g44,g56,3.55490465116781e-37,repression
g62,g61,3.51348594487161e-37,repression
g64,g61,3.48626820093962e-37,repression
g63,g43,3.46984088983341e-37,repression
g20,g19,3.43671194111232e-37,activation
g17,g31,3.41469385314136e-37,activation
g17,g45,3.40044415045934e-37,repression
g38,g29,3.39092616749444e-37,activation
g13,g17,3.38545517340715e-37,activation
g64,g44,3.35820059190271e-37,repression
g11,g1,3.30101126445206e-37,activation
g62,g43,3.11830226099577e-37,activation
g63,g41,3.10969271894649e-37,repression
g11,g43,3.1053666827992e-37,repression
g20,g8,3.07914373520653e-37,activation
g33,g37,3.03617410253117e-37,repression
g43,g18,2.99199368939635e-37,repression
g20,g54,2.99177855804093e-37,repression
g17,g53,2.92039077341958e-37,activation
g7,g2,2.85830519995539e-37,repression
g63,g1,2.8331972887532e-37,repression
g32,g60,2.6945548406255e-37,repression
g43,g4,2.59203114950963e-37,activation
g35,g5,2.58452556186332e-37,repression
g11,g18,2.53841546707004e-37,activation
g17,g57,2.36579018778662e-37,repression
g62,g62,2.31351346176978e-37,activation
g64,g51,2.31200033691395e-37,activation
g7,g20,2.27615495905498e-37,repression
g33,g38,2.22764214192493e-37,repression
g33,g23,2.21871912680576e-37,activation
g12,g45,2.20768445382937e-37,activation
g29,g54,2.19755915435452e-37,repression
g12,g56,2.10531448409686e-37,repression
g32,g50,1.98949630607228e-37,activation
g62,g17,1.96522409222698e-37,repression
g11,g24,1.91235390461954e-37,activation
g43,g63,1.88294865829088e-37,repression
g17,g15,1.87648965905748e-37,repression
g35,g17,1.79140073323508e-37,repression
g20,g47,1.78649470843688e-37,activation
g20,g13,1.74345933375214e-37,activation
g17,g13,1.73651155088801e-37,activation
g43,g28,1.72595623659302e-37,activation
g44,g21,1.69511560485911e-37,repression
g17,g47,1.62943994956691e-37,activation
g62,g7,1.60784617407711e-37,activation
g47,g14,1.59607619710888e-37,activation
g35,g32,1.51523391643531e-37,repression
g62,g32,1.49056183597002e-37,activation
g33,g16,1.33259700515999e-37,activation
g29,g46,1.32185596599405e-37,activation
g62,g56,1.30123130933976e-37,repression
g44,g60,1.29132091714675e-37,activation
g7,g18,1.28518821116806e-37,activation
g7,g4,1.25487087439934e-37,repression
g47,g12,1.24151085215306e-37,activation
g64,g63,1.10219655896635e-37,activation
g12,g46,1.04952433851366e-37,activation
g12,g22,1.02303722477954e-37,activation
g17,g39,9.81838815003224e-38,activation
g12,g19,9.70310621522404e-38,repression
g17,g44,9.06686813563893e-38,activation
g64,g13,8.85133080791939e-38,activation
g62,g30,8.62870163502337e-38,activation
g33,g5,8.6255409356974e-38,repression
g63,g16,7.85493890594391e-38,activation
g44,g42,7.35889358856397e-38,activation
g20,g7,7.23829358618373e-38,repression
g62,g23,6.58830913028511e-38,activation
g38,g6,6.4076326564597e-38,activation
g11,g41,6.12660574942618e-38,activation
g20,g50,6.09621200237879e-38,repression
g11,g50,5.93455225739303e-38,activation
g62,g2,4.50255020680297e-38,activation
g44,g49,3.1144112107852e-38,activation
g64,g28,3.08022070030657e-38,repression
g63,g50,2.88019769361151e-38,repression
g38,g21,2.28972189512259e-38,repression
g43,g6,1.54599907758993e-38,repression
g64,g47,1.06463321975163e-38,repression
g62,g6,1.06225275362016e-38,repression
g63,g14,9.46098786887365e-39,repression
g17,g51,6.04118769779931e-39,repression
g12,g10,1.19812795128969e-39,repression
g43,g50,8.52276324560723e-40,activation
g0,g0,0,no regulation
g0,g1,0,no regulation
g0,g15,0,no regulation
g0,g19,0,no regulation
g0,g2,0,no regulation
g0,g26,0,no regulation
g0,g27,0,no regulation
g0,g30,0,no regulation
g0,g31,0,no regulation
g0,g40,0,no regulation
g0,g43,0,no regulation
g0,g48,0,no regulation
g0,g5,0,no regulation
g0,g50,0,no regulation
g0,g53,0,no regulation
g0,g55,0,no regulation
g0,g56,0,no regulation
g0,g57,0,no regulation
g0,g59,0,no regulation
g0,g60,0,no regulation
g0,g61,0,no regulation
g0,g63,0,no regulation
g0,g64,0,no regulation
g0,g7,0,no regulation
g0,g8,0,no regulation
g0,g9,0,no regulation
g1,g1,0,no regulation
g1,g14,0,no regulation
g1,g15,0,no regulation
g1,g19,0,no regulation
g1,g2,0,no regulation
g1,g21,0,no regulation
g1,g22,0,no regulation
g1,g26,0,no regulation
g1,g3,0,no regulation
g1,g30,0,no regulation
g1,g31,0,no regulation
g1,g33,0,no regulation
g1,g35,0,no regulation
g1,g40,0,no regulation
g1,g41,0,no regulation
g1,g43,0,no regulation
g1,g45,0,no regulation
g1,g46,0,no regulation
g1,g48,0,no regulation
g1,g50,0,no regulation
g1,g55,0,no regulation
g1,g56,0,no regulation
g1,g59,0,no regulation
g1,g62,0,no regulation
g1,g63,0,no regulation
g1,g64,0,no regulation
g1,g7,0,no regulation
g1,g9,0,no regulation
g10,g0,0,no regulation
g10,g10,0,no regulation
g10,g11,0,no regulation
g10,g12,0,no regulation
g10,g15,0,no regulation
g10,g17,0,no regulation
g10,g18,0,no regulation
g10,g19,0,no regulation
g10,g20,0,no regulation
g10,g22,0,no regulation
g10,g23,0,no regulation
g10,g25,0,no regulation
g10,g27,0,no regulation
g10,g29,0,no regulation
g10,g31,0,no regulation
g10,g32,0,no regulation
g10,g36,0,no regulation
g10,g37,0,no regulation
g10,g38,0,no regulation
g10,g40,0,no regulation
g10,g41,0,no regulation
g10,g48,0,no regulation
g10,g5,0,no regulation
g10,g53,0,no regulation
g10,g54,0,no regulation
g10,g55,0,no regulation
g10,g57,0,no regulation
g10,g58,0,no regulation
g10,g59,0,no regulation
g10,g61,0,no regulation
g10,g63,0,no regulation
g10,g8,0,no regulation
g10,g9,0,no regulation
g11,g0,0,no regulation
g11,g10,0,no regulation
g11,g11,0,no regulation
g11,g12,0,no regulation
g11,g15,0,no regulation
g11,g19,0,no regulation
g11,g22,0,no regulation
g11,g23,0,no regulation
g11,g25,0,no regulation
g11,g27,0,no regulation
g11,g29,0,no regulation
g11,g31,0,no regulation
g11,g32,0,no regulation
g11,g36,0,no regulation
g11,g37,0,no regulation
g11,g38,0,no regulation
g11,g40,0,no regulation
g11,g48,0,no regulation
g11,g5,0,no regulation
g11,g53,0,no regulation
g11,g54,0,no regulation
g11,g55,0,no regulation
g11,g57,0,no regulation
g11,g58,0,no regulation
g11,g59,0,no regulation
g11,g61,0,no regulation
g11,g63,0,no regulation
g11,g8,0,no regulation
g11,g9,0,no regulation
g12,g0,0,no regulation
g12,g1,0,no regulation
g12,g11,0,no regulation
g12,g12,0,no regulation
g12,g15,0,no regulation
g12,g16,0,no regulation
g12,g18,0,no regulation
g12,g2,0,no regulation
g12,g23,0,no regulation
g12,g24,0,no regulation
g12,g27,0,no regulation
g12,g28,0,no regulation
g12,g29,0,no regulation
g12,g30,0,no regulation
g12,g32,0,no regulation
g12,g33,0,no regulation
g12,g34,0,no regulation
g12,g36,0,no regulation
g12,g37,0,no regulation
g12,g38,0,no regulation
g12,g39,0,no regulation
g12,g42,0,no regulation
g12,g43,0,no regulation
g12,g48,0,no regulation
g12,g5,0,no regulation
g12,g50,0,no regulation
g12,g52,0,no regulation
g12,g54,0,no regulation
g12,g58,0,no regulation
g12,g59,0,no regulation
g12,g6,0,no regulation
g12,g60,0,no regulation
g12,g61,0,no regulation
g12,g63,0,no regulation
g12,g64,0,no regulation
g12,g7,0,no regulation
g12,g8,0,no regulation
g13,g0,0,no regulation
g13,g1,0,no regulation
g13,g10,0,no regulation
g13,g11,0,no regulation
g13,g12,0,no regulation
g13,g14,0,no regulation
g13,g15,0,no regulation
g13,g16,0,no regulation
g13,g19,0,no regulation
g13,g2,0,no regulation
g13,g23,0,no regulation
g13,g24,0,no regulation
g13,g25,0,no regulation
g13,g26,0,no regulation
g13,g27,0,no regulation
g13,g28,0,no regulation
g13,g29,0,no regulation
g13,g3,0,no regulation
g13,g30,0,no regulation
g13,g32,0,no regulation
g13,g34,0,no regulation
g13,g35,0,no regulation
g13,g36,0,no regulation
g13,g37,0,no regulation
g13,g38,0,no regulation
g13,g39,0,no regulation
g13,g4,0,no regulation
g13,g42,0,no regulation
g13,g43,0,no regulation
g13,g44,0,no regulation
g13,g45,0,no regulation
