SourceGENES,TargetGENES,Interaction,Edges
g43,g1,0,no regulation
g43,g13,0,no regulation
g43,g14,0,no regulation
g43,g2,0,no regulation
g43,g21,0,no regulation
g43,g22,0,no regulation
g43,g3,0,no regulation
g43,g30,0,no regulation
g43,g33,0,no regulation
g43,g34,0,no regulation
g43,g35,0,no regulation
g43,g39,0,no regulation
g43,g40,0,no regulation
g43,g41,0,no regulation
g43,g43,0,no regulation
g43,g44,0,no regulation
g43,g45,0,no regulation
g43,g46,0,no regulation
g43,g47,0,no regulation
g43,g49,0,no regulation
g43,g56,0,no regulation
g43,g59,0,no regulation
g43,g62,0,no regulation
g43,g64,0,no regulation
g43,g7,0,no regulation
g44,g0,0,no regulation
g44,g1,0,no regulation
g44,g10,0,no regulation
g44,g11,0,no regulation
g44,g12,0,no regulation
g44,g13,0,no regulation
g44,g14,0,no regulation
g44,g15,0,no regulation
g44,g16,0,no regulation
g44,g17,0,no regulation
g44,g18,0,no regulation
g44,g19,0,no regulation
g44,g20,0,no regulation
g44,g23,0,no regulation
g44,g25,0,no regulation
g44,g26,0,no regulation
g44,g27,0,no regulation
g44,g29,0,no regulation
g44,g31,0,no regulation
g44,g32,0,no regulation
g44,g35,0,no regulation
g44,g36,0,no regulation
g44,g37,0,no regulation
g44,g38,0,no regulation
g44,g4,0,no regulation
g44,g40,0,no regulation
g44,g41,0,no regulation
g44,g43,0,no regulation
g44,g44,0,no regulation
g44,g48,0,no regulation
g44,g5,0,no regulation
g44,g50,0,no regulation
g44,g51,0,no regulation
g44,g52,0,no regulation
g44,g53,0,no regulation
g44,g54,0,no regulation
g44,g55,0,no regulation
g44,g57,0,no regulation
g44,g58,0,no regulation
g44,g59,0,no regulation
g44,g6,0,no regulation
g44,g61,0,no regulation
g44,g62,0,no regulation
g44,g63,0,no regulation
g44,g7,0,no regulation
g44,g8,0,no regulation
g44,g9,0,no regulation
g45,g10,0,no regulation
g45,g11,0,no regulation
g45,g12,0,no regulation
g45,g13,0,no regulation
g45,g14,0,no regulation
g45,g17,0,no regulation
g45,g18,0,no regulation
g45,g20,0,no regulation
g45,g21,0,no regulation
g45,g22,0,no regulation
g45,g25,0,no regulation
g45,g31,0,no regulation
g45,g35,0,no regulation
g45,g4,0,no regulation
g45,g40,0,no regulation
g45,g41,0,no regulation
g45,g43,0,no regulation
g45,g47,0,no regulation
g45,g48,0,no regulation
g45,g55,0,no regulation
g45,g57,0,no regulation
g45,g59,0,no regulation
g45,g62,0,no regulation
g45,g7,0,no regulation
g45,g8,0,no regulation
g45,g9,0,no regulation
g46,g0,0,no regulation
g46,g1,0,no regulation
g46,g10,0,no regulation
g46,g11,0,no regulation
g46,g15,0,no regulation
g46,g19,0,no regulation
g46,g2,0,no regulation
g46,g23,0,no regulation
g46,g24,0,no regulation
g46,g25,0,no regulation
g46,g26,0,no regulation
g46,g27,0,no regulation
g46,g28,0,no regulation
g46,g29,0,no regulation
g46,g3,0,no regulation
g46,g30,0,no regulation
g46,g32,0,no regulation
g46,g34,0,no regulation
g46,g35,0,no regulation
g46,g36,0,no regulation
g46,g37,0,no regulation
g46,g38,0,no regulation
g46,g39,0,no regulation
g46,g4,0,no regulation
g46,g42,0,no regulation
g46,g43,0,no regulation
g46,g44,0,no regulation
g46,g45,0,no regulation
g46,g48,0,no regulation
g46,g5,0,no regulation
g46,g50,0,no regulation
g46,g51,0,no regulation
g46,g52,0,no regulation
g46,g53,0,no regulation
g46,g54,0,no regulation
g46,g56,0,no regulation
g46,g57,0,no regulation
g46,g58,0,no regulation
g46,g6,0,no regulation
g46,g60,0,no regulation
g46,g61,0,no regulation
g46,g63,0,no regulation
g46,g64,0,no regulation
g46,g7,0,no regulation
g46,g8,0,no regulation
g46,g9,0,no regulation
g47,g0,0,no regulation
g47,g1,0,no regulation
g47,g10,0,no regulation
g47,g11,0,no regulation
g47,g15,0,no regulation
g47,g16,0,no regulation
g47,g18,0,no regulation
g47,g19,0,no regulation
g47,g2,0,no regulation
g47,g23,0,no regulation
g47,g24,0,no regulation
g47,g25,0,no regulation
g47,g26,0,no regulation
g47,g27,0,no regulation
g47,g28,0,no regulation
g47,g29,0,no regulation
g47,g3,0,no regulation
g47,g30,0,no regulation
g47,g32,0,no regulation
g47,g33,0,no regulation
g47,g34,0,no regulation
g47,g35,0,no regulation
g47,g36,0,no regulation
g47,g37,0,no regulation
g47,g38,0,no regulation
g47,g39,0,no regulation
g47,g4,0,no regulation
g47,g42,0,no regulation
g47,g43,0,no regulation
g47,g44,0,no regulation
g47,g45,0,no regulation
g47,g46,0,no regulation
g47,g48,0,no regulation
g47,g5,0,no regulation
g47,g50,0,no regulation
g47,g51,0,no regulation
g47,g52,0,no regulation
g47,g53,0,no regulation
g47,g54,0,no regulation
g47,g56,0,no regulation
g47,g58,0,no regulation
g47,g6,0,no regulation
g47,g60,0,no regulation
g47,g61,0,no regulation
g47,g63,0,no regulation
g47,g64,0,no regulation
g47,g7,0,no regulation
g47,g8,0,no regulation
g48,g15,0,no regulation
g48,g19,0,no regulation
g48,g2,0,no regulation
g48,g21,0,no regulation
g48,g22,0,no regulation
g48,g26,0,no regulation
g48,g3,0,no regulation
g48,g30,0,no regulation
g48,g31,0,no regulation
g48,g33,0,no regulation
g48,g40,0,no regulation
g48,g45,0,no regulation
g48,g48,0,no regulation
g48,g50,0,no regulation
g48,g55,0,no regulation
g48,g56,0,no regulation
g48,g64,0,no regulation
g48,g7,0,no regulation
g48,g9,0,no regulation
g49,g0,0,no regulation
g49,g10,0,no regulation
g49,g11,0,no regulation
g49,g12,0,no regulation
g49,g13,0,no regulation
g49,g14,0,no regulation
g49,g17,0,no regulation
g49,g18,0,no regulation
g49,g20,0,no regulation
g49,g21,0,no regulation
g49,g22,0,no regulation
g49,g23,0,no regulation
g49,g24,0,no regulation
g49,g25,0,no regulation
g49,g27,0,no regulation
g49,g29,0,no regulation
g49,g31,0,no regulation
g49,g32,0,no regulation
g49,g33,0,no regulation
g49,g34,0,no regulation
g49,g35,0,no regulation
g49,g36,0,no regulation
g49,g38,0,no regulation
g49,g40,0,no regulation
g49,g41,0,no regulation
g49,g42,0,no regulation
g49,g46,0,no regulation
g49,g47,0,no regulation
g49,g48,0,no regulation
g49,g5,0,no regulation
g49,g51,0,no regulation
g49,g52,0,no regulation
g49,g53,0,no regulation
g49,g54,0,no regulation
g49,g58,0,no regulation
g49,g59,0,no regulation
g49,g60,0,no regulation
g5,g0,0,no regulation
g5,g12,0,no regulation
g5,g14,0,no regulation
g5,g16,0,no regulation
g5,g17,0,no regulation
g5,g18,0,no regulation
g5,g20,0,no regulation
g5,g21,0,no regulation
g5,g22,0,no regulation
g5,g31,0,no regulation
g5,g36,0,no regulation
g5,g40,0,no regulation
g5,g41,0,no regulation
g5,g43,0,no regulation
g5,g46,0,no regulation
g5,g47,0,no regulation
g5,g48,0,no regulation
g5,g55,0,no regulation
g5,g57,0,no regulation
g5,g59,0,no regulation
g5,g63,0,no regulation
g50,g13,0,no regulation
g50,g14,0,no regulation
g50,g17,0,no regulation
g50,g18,0,no regulation
g50,g20,0,no regulation
g50,g21,0,no regulation
g50,g22,0,no regulation
g50,g26,0,no regulation
g50,g31,0,no regulation
g50,g33,0,no regulation
g50,g35,0,no regulation
g50,g40,0,no regulation
g50,g41,0,no regulation
g50,g46,0,no regulation
g50,g47,0,no regulation
g50,g49,0,no regulation
g50,g55,0,no regulation
g50,g57,0,no regulation
g50,g59,0,no regulation
g50,g62,0,no regulation
g50,g7,0,no regulation
g50,g9,0,no regulation
g51,g10,0,no regulation
g51,g11,0,no regulation
g51,g12,0,no regulation
g51,g14,0,no regulation
g51,g15,0,no regulation
g51,g17,0,no regulation
g51,g18,0,no regulation
g51,g19,0,no regulation
g51,g20,0,no regulation
g51,g21,0,no regulation
g51,g22,0,no regulation
g51,g23,0,no regulation
g51,g25,0,no regulation
g51,g27,0,no regulation
g51,g31,0,no regulation
g51,g32,0,no regulation
g51,g35,0,no regulation
g51,g36,0,no regulation
g51,g40,0,no regulation
g51,g41,0,no regulation
g51,g42,0,no regulation
g51,g43,0,no regulation
g51,g48,0,no regulation
g51,g50,0,no regulation
g51,g53,0,no regulation
g51,g54,0,no regulation
g51,g55,0,no regulation
g51,g57,0,no regulation
g51,g58,0,no regulation
g51,g59,0,no regulation
g51,g61,0,no regulation
g51,g63,0,no regulation
g51,g7,0,no regulation
g51,g8,0,no regulation
g51,g9,0,no regulation
g52,g1,0,no regulation
g52,g10,0,no regulation
g52,g11,0,no regulation
g52,g12,0,no regulation
g52,g15,0,no regulation
g52,g19,0,no regulation
g52,g21,0,no regulation
g52,g23,0,no regulation
g52,g25,0,no regulation
g52,g27,0,no regulation
g52,g31,0,no regulation
g52,g36,0,no regulation
g52,g40,0,no regulation
g52,g41,0,no regulation
g52,g42,0,no regulation
g52,g43,0,no regulation
g52,g48,0,no regulation
g52,g5,0,no regulation
g52,g50,0,no regulation
g52,g53,0,no regulation
g52,g54,0,no regulation
g52,g55,0,no regulation
g52,g57,0,no regulation
g52,g59,0,no regulation
g52,g6,0,no regulation
g52,g61,0,no regulation
g52,g63,0,no regulation
g52,g7,0,no regulation
g52,g8,0,no regulation
g52,g9,0,no regulation
g53,g10,0,no regulation
g53,g11,0,no regulation
g53,g12,0,no regulation
g53,g14,0,no regulation
g53,g15,0,no regulation
g53,g17,0,no regulation
g53,g18,0,no regulation
g53,g20,0,no regulation
g53,g22,0,no regulation
g53,g23,0,no regulation
g53,g25,0,no regulation
g53,g27,0,no regulation
g53,g29,0,no regulation
g53,g31,0,no regulation
g53,g32,0,no regulation
g53,g36,0,no regulation
g53,g37,0,no regulation
g53,g38,0,no regulation
g53,g40,0,no regulation
g53,g41,0,no regulation
g53,g48,0,no regulation
g53,g5,0,no regulation
g53,g53,0,no regulation
g53,g54,0,no regulation
g53,g55,0,no regulation
g53,g57,0,no regulation
g53,g58,0,no regulation
g53,g59,0,no regulation
g53,g63,0,no regulation
g53,g8,0,no regulation
g53,g9,0,no regulation
g54,g10,0,no regulation
g54,g11,0,no regulation
g54,g12,0,no regulation
g54,g15,0,no regulation
g54,g16,0,no regulation
g54,g17,0,no regulation
g54,g18,0,no regulation
g54,g20,0,no regulation
g54,g22,0,no regulation
g54,g23,0,no regulation
g54,g27,0,no regulation
g54,g31,0,no regulation
g54,g32,0,no regulation
g54,g36,0,no regulation
g54,g37,0,no regulation
g54,g40,0,no regulation
g54,g41,0,no regulation
g54,g43,0,no regulation
g54,g48,0,no regulation
g54,g5,0,no regulation
g54,g54,0,no regulation
g54,g55,0,no regulation
g54,g57,0,no regulation
g54,g58,0,no regulation
g54,g59,0,no regulation
g54,g61,0,no regulation
g54,g63,0,no regulation
g54,g7,0,no regulation
g54,g8,0,no regulation
g54,g9,0,no regulation
g55,g0,0,no regulation
g55,g10,0,no regulation
g55,g11,0,no regulation
g55,g12,0,no regulation
g55,g13,0,no regulation
g55,g14,0,no regulation
g55,g17,0,no regulation
g55,g18,0,no regulation
g55,g20,0,no regulation
g55,g22,0,no regulation
g55,g23,0,no regulation
g55,g24,0,no regulation
g55,g25,0,no regulation
g55,g28,0,no regulation
g55,g29,0,no regulation
g55,g31,0,no regulation
g55,g32,0,no regulation
g55,g36,0,no regulation
g55,g38,0,no regulation
g55,g40,0,no regulation
g55,g41,0,no regulation
g55,g44,0,no regulation
g55,g46,0,no regulation
g55,g47,0,no regulation
g55,g49,0,no regulation
g55,g5,0,no regulation
g55,g51,0,no regulation
g55,g52,0,no regulation
g55,g53,0,no regulation
g55,g54,0,no regulation
g55,g55,0,no regulation
g55,g58,0,no regulation
g56,g10,0,no regulation
g56,g11,0,no regulation
g56,g12,0,no regulation
g56,g13,0,no regulation
g56,g14,0,no regulation
g56,g17,0,no regulation
g56,g18,0,no regulation
g56,g20,0,no regulation
g56,g21,0,no regulation
g56,g22,0,no regulation
g56,g25,0,no regulation
g56,g26,0,no regulation
g56,g31,0,no regulation
g56,g35,0,no regulation
g56,g4,0,no regulation
g56,g40,0,no regulation
g56,g41,0,no regulation
g56,g43,0,no regulation
g56,g46,0,no regulation
g56,g47,0,no regulation
g56,g48,0,no regulation
g56,g51,0,no regulation
g56,g55,0,no regulation
g56,g57,0,no regulation
g56,g59,0,no regulation
g56,g62,0,no regulation
g56,g7,0,no regulation
g56,g9,0,no regulation
g57,g0,0,no regulation
g57,g10,0,no regulation
g57,g11,0,no regulation
g57,g12,0,no regulation
g57,g13,0,no regulation
g57,g14,0,no regulation
g57,g17,0,no regulation
g57,g18,0,no regulation
g57,g20,0,no regulation
g57,g21,0,no regulation
g57,g22,0,no regulation
g57,g23,0,no regulation
g57,g27,0,no regulation
g57,g29,0,no regulation
g57,g31,0,no regulation
g57,g32,0,no regulation
g57,g33,0,no regulation
g57,g34,0,no regulation
g57,g36,0,no regulation
g57,g38,0,no regulation
g57,g40,0,no regulation
g57,g41,0,no regulation
g57,g44,0,no regulation
g57,g46,0,no regulation
g57,g47,0,no regulation
g57,g52,0,no regulation
g57,g59,0,no regulation
g57,g60,0,no regulation
g58,g0,0,no regulation
g58,g10,0,no regulation
g58,g11,0,no regulation
g58,g12,0,no regulation
g58,g14,0,no regulation
g58,g15,0,no regulation
g58,g17,0,no regulation
g58,g18,0,no regulation
g58,g20,0,no regulation
g58,g22,0,no regulation
g58,g23,0,no regulation
g58,g27,0,no regulation
g58,g29,0,no regulation
g58,g31,0,no regulation
g58,g32,0,no regulation
g58,g36,0,no regulation
g58,g37,0,no regulation
g58,g38,0,no regulation
g58,g40,0,no regulation
g58,g41,0,no regulation
g58,g43,0,no regulation
g58,g48,0,no regulation
g58,g5,0,no regulation
g58,g53,0,no regulation
g58,g54,0,no regulation
g58,g55,0,no regulation
g58,g57,0,no regulation
g58,g58,0,no regulation
g58,g59,0,no regulation
g58,g61,0,no regulation
g58,g63,0,no regulation
g58,g8,0,no regulation
g58,g9,0,no regulation
g59,g0,0,no regulation
g59,g1,0,no regulation
g59,g10,0,no regulation
g59,g11,0,no regulation
g59,g15,0,no regulation
g59,g19,0,no regulation
g59,g2,0,no regulation
g59,g24,0,no regulation
g59,g25,0,no regulation
g59,g26,0,no regulation
g59,g27,0,no regulation
g59,g28,0,no regulation
g59,g29,0,no regulation
g59,g3,0,no regulation
g59,g30,0,no regulation
g59,g31,0,no regulation
g59,g32,0,no regulation
g59,g33,0,no regulation
g59,g34,0,no regulation
g59,g35,0,no regulation
g59,g38,0,no regulation
g59,g39,0,no regulation
g59,g4,0,no regulation
g59,g44,0,no regulation
g59,g45,0,no regulation
g59,g46,0,no regulation
g59,g48,0,no regulation
g59,g49,0,no regulation
g59,g5,0,no regulation
g59,g50,0,no regulation
g59,g51,0,no regulation
g59,g52,0,no regulation
g59,g53,0,no regulation
g59,g54,0,no regulation
g59,g55,0,no regulation
g59,g56,0,no regulation
g59,g58,0,no regulation
g59,g59,0,no regulation
g59,g60,0,no regulation
g59,g61,0,no regulation
g59,g64,0,no regulation
g59,g9,0,no regulation
g6,g12,0,no regulation
g6,g13,0,no regulation
g6,g14,0,no regulation
g6,g18,0,no regulation
g6,g20,0,no regulation
g6,g21,0,no regulation
g6,g22,0,no regulation
g6,g31,0,no regulation
g6,g33,0,no regulation
g6,g35,0,no regulation
g6,g40,0,no regulation
g6,g41,0,no regulation
g6,g43,0,no regulation
g6,g46,0,no regulation
g6,g47,0,no regulation
g6,g48,0,no regulation
g6,g50,0,no regulation
g6,g55,0,no regulation
g6,g57,0,no regulation
g6,g59,0,no regulation
g6,g62,0,no regulation
g6,g63,0,no regulation
g6,g7,0,no regulation
g6,g9,0,no regulation
g60,g1,0,no regulation
g60,g15,0,no regulation
g60,g19,0,no regulation
g60,g21,0,no regulation
g60,g22,0,no regulation
g60,g30,0,no regulation
g60,g31,0,no regulation
g60,g40,0,no regulation
g60,g41,0,no regulation
g60,g43,0,no regulation
g60,g48,0,no regulation
g60,g50,0,no regulation
g60,g55,0,no regulation
g60,g57,0,no regulation
g60,g59,0,no regulation
g60,g61,0,no regulation
g60,g62,0,no regulation
g60,g63,0,no regulation
g60,g64,0,no regulation
g60,g7,0,no regulation
g60,g8,0,no regulation
g60,g9,0,no regulation
g61,g13,0,no regulation
g61,g14,0,no regulation
g61,g16,0,no regulation
g61,g18,0,no regulation
g61,g20,0,no regulation
g61,g21,0,no regulation
g61,g22,0,no regulation
g61,g31,0,no regulation
g61,g40,0,no regulation
g61,g41,0,no regulation
g61,g43,0,no regulation
g61,g47,0,no regulation
g61,g49,0,no regulation
g61,g50,0,no regulation
g61,g55,0,no regulation
g61,g56,0,no regulation
g61,g57,0,no regulation
g61,g59,0,no regulation
g61,g62,0,no regulation
g61,g63,0,no regulation
g61,g7,0,no regulation
g61,g9,0,no regulation
g62,g0,0,no regulation
g62,g1,0,no regulation
g62,g10,0,no regulation
g62,g11,0,no regulation
g62,g12,0,no regulation
g62,g13,0,no regulation
g62,g14,0,no regulation
g62,g18,0,no regulation
g62,g21,0,no regulation
g62,g22,0,no regulation
g62,g24,0,no regulation
g62,g25,0,no regulation
g62,g26,0,no regulation
g62,g27,0,no regulation
g62,g28,0,no regulation
g62,g29,0,no regulation
g62,g3,0,no regulation
g62,g31,0,no regulation
g62,g33,0,no regulation
g62,g34,0,no regulation
g62,g35,0,no regulation
g62,g36,0,no regulation
g62,g38,0,no regulation
g62,g39,0,no regulation
g62,g4,0,no regulation
g62,g40,0,no regulation
g62,g41,0,no regulation
g62,g42,0,no regulation
g62,g44,0,no regulation
g62,g45,0,no regulation
g62,g46,0,no regulation
g62,g47,0,no regulation
g62,g48,0,no regulation
g62,g51,0,no regulation
g62,g52,0,no regulation
g62,g53,0,no regulation
g62,g58,0,no regulation
g62,g59,0,no regulation
g62,g60,0,no regulation
g62,g64,0,no regulation
g63,g13,0,no regulation
g63,g2,0,no regulation
g63,g20,0,no regulation
g63,g21,0,no regulation
g63,g22,0,no regulation
g63,g26,0,no regulation
g63,g3,0,no regulation
g63,g30,0,no regulation
g63,g31,0,no regulation
g63,g33,0,no regulation
g63,g34,0,no regulation
g63,g39,0,no regulation
g63,g44,0,no regulation
g63,g45,0,no regulation
g63,g46,0,no regulation
g63,g47,0,no regulation
g63,g49,0,no regulation
g63,g55,0,no regulation
g63,g56,0,no regulation
g63,g59,0,no regulation
g63,g62,0,no regulation
g63,g64,0,no regulation
g63,g7,0,no regulation
g63,g9,0,no regulation
g64,g15,0,no regulation
g64,g19,0,no regulation
g64,g2,0,no regulation
g64,g21,0,no regulation
g64,g26,0,no regulation
g64,g3,0,no regulation
g64,g30,0,no regulation
g64,g33,0,no regulation
g64,g35,0,no regulation
g64,g39,0,no regulation
g64,g4,0,no regulation
g64,g40,0,no regulation
g64,g43,0,no regulation
g64,g45,0,no regulation
g64,g49,0,no regulation
g64,g50,0,no regulation
g64,g55,0,no regulation
g64,g56,0,no regulation
g64,g6,0,no regulation
g64,g62,0,no regulation
g64,g64,0,no regulation
g64,g7,0,no regulation
g64,g8,0,no regulation
g64,g9,0,no regulation
g7,g13,0,no regulation
g7,g14,0,no regulation
g7,g21,0,no regulation
g7,g22,0,no regulation
g7,g26,0,no regulation
g7,g3,0,no regulation
g7,g30,0,no regulation
g7,g31,0,no regulation
g7,g33,0,no regulation
g7,g35,0,no regulation
g7,g40,0,no regulation
g7,g41,0,no regulation
g7,g44,0,no regulation
g7,g45,0,no regulation
g7,g46,0,no regulation
g7,g47,0,no regulation
g7,g49,0,no regulation
g7,g55,0,no regulation
g7,g56,0,no regulation
g7,g59,0,no regulation
g7,g62,0,no regulation
g7,g64,0,no regulation
g7,g7,0,no regulation
g7,g9,0,no regulation
g8,g13,0,no regulation
g8,g14,0,no regulation
g8,g18,0,no regulation
g8,g20,0,no regulation
g8,g21,0,no regulation
g8,g22,0,no regulation
g8,g31,0,no regulation
g8,g33,0,no regulation
g8,g40,0,no regulation
g8,g41,0,no regulation
g8,g46,0,no regulation
g8,g47,0,no regulation
g8,g55,0,no regulation
g8,g59,0,no regulation
g8,g62,0,no regulation
g8,g64,0,no regulation
g9,g10,0,no regulation
g9,g11,0,no regulation
g9,g12,0,no regulation
g9,g13,0,no regulation
g9,g14,0,no regulation
g9,g17,0,no regulation
g9,g18,0,no regulation
g9,g20,0,no regulation
g9,g21,0,no regulation
g9,g22,0,no regulation
g9,g25,0,no regulation
g9,g26,0,no regulation
g9,g29,0,no regulation
g9,g31,0,no regulation
g9,g32,0,no regulation
g9,g35,0,no regulation
g9,g38,0,no regulation
g9,g4,0,no regulation
g9,g40,0,no regulation
g9,g41,0,no regulation
g9,g44,0,no regulation
g9,g46,0,no regulation
g9,g47,0,no regulation
g9,g49,0,no regulation
g9,g51,0,no regulation
g9,g52,0,no regulation
g9,g53,0,no regulation
g9,g55,0,no regulation
g9,g57,0,no regulation
g9,g58,0,no regulation
g9,g59,0,no regulation
g9,g62,0,no regulation
g9,g9,0,no regulation
