Gene1	Gene2	corVal	pValue
g27	g13	0.046922762712832	0.472175644689227
g49	g28	0.0466311355686906	0.474936297053682
g28	g49	0.0466311355686906	0.474936297053682
g23	g41	0.0465743316416139	0.47547504695141
g41	g23	0.0465743316416139	0.47547504695141
g53	g62	0.0465276627329555	0.47591792163803
g62	g53	0.0465276627329555	0.47591792163803
g18	g60	0.0464026926116096	0.477104958303493
g60	g18	0.0464026926116096	0.477104958303494
g5	g37	0.0459731554469301	0.481197195844423
g37	g5	0.0459731554469301	0.481197195844423
g24	g36	0.0458008820077934	0.482843778384084
g36	g24	0.0458008820077934	0.482843778384084
g42	g34	0.0457985371896122	0.482866211019193
g34	g42	0.0457985371896121	0.482866211019193
g64	g58	0.045795302691934	0.482897156049933
g58	g64	0.045795302691934	0.482897156049933
g7	g23	0.045730094631624	0.48352124171886
g23	g7	0.045730094631624	0.48352124171886
g30	g52	0.0457105878320686	0.483708019591693
g52	g30	0.0457105878320685	0.483708019591693
g58	g15	0.0456612170998171	0.48418091878267
g15	g58	0.0456612170998171	0.48418091878267
g44	g35	0.0456345004252875	0.484436929163482
g35	g44	0.0456345004252875	0.484436929163482
g61	g36	0.0456249293517305	0.484528660938743
g36	g61	0.0456249293517305	0.484528660938743
g21	g40	0.0454873300154423	0.485848483780364
g40	g21	0.0454873300154423	0.485848483780364
g43	g50	0.0452236118318562	0.488383403125973
g50	g43	0.0452236118318561	0.488383403125974
g3	g2	0.045019119557998	0.490353896126801
g2	g3	0.0450191195579978	0.490353896126802
g22	g31	0.0449980815831898	0.490556859320635
g31	g22	0.0449980815831898	0.490556859320635
g53	g20	0.0449334281509993	0.491180882001842
g20	g53	0.0449334281509993	0.491180882001842
g15	g4	0.0447833011294288	0.492631512012823
g4	g15	0.0447833011294288	0.492631512012823
g46	g9	0.0446882772262468	0.493550875904132
g9	g46	0.0446882772262468	0.493550875904133
g37	g55	0.0446208639379839	0.494203657894304
g55	g37	0.0446208639379838	0.494203657894305
g36	g25	0.0444847294643949	0.495523284327765
g25	g36	0.0444847294643949	0.495523284327765
g51	g7	0.0442956768559546	0.497358971448676
g7	g51	0.0442956768559546	0.497358971448676
g35	g22	0.044287624002165	0.497437243902477
g22	g35	0.044287624002165	0.497437243902477
g15	g25	0.0441769044989751	0.498514080337882
g25	g15	0.0441769044989751	0.498514080337882
g24	g49	0.0441499430873397	0.498776488145169
g49	g24	0.0441499430873396	0.498776488145169
g55	g28	0.0441405085155842	0.49886832939517
g28	g55	0.0441405085155842	0.49886832939517
g56	g32	0.043978669212327	0.500445150610387
g32	g56	0.0439786692123269	0.500445150610388
g22	g46	0.043930651279284	0.50091350019221
g46	g22	0.0439306512792839	0.50091350019221
g12	g63	0.0438720357375683	0.50148552769769
g63	g12	0.0438720357375682	0.501485527697691
g46	g30	0.0437712916187632	0.502469489288885
g30	g46	0.0437712916187631	0.502469489288886
g43	g19	0.0434880019113924	0.505241789794038
g19	g43	0.0434880019113924	0.505241789794038
g60	g4	0.0434761001061925	0.505358436986868
g4	g60	0.0434761001061925	0.505358436986869
g33	g42	0.043450931722388	0.505605153643942
g42	g33	0.043450931722388	0.505605153643943
g10	g7	0.0433444446542238	0.506649705085366
g7	g10	0.0433444446542238	0.506649705085366
g46	g57	0.0433272817044624	0.506818165063022
g57	g46	0.0433272817044623	0.506818165063022
g57	g39	0.043214092047303	0.507929890783987
g39	g57	0.043214092047303	0.507929890783988
g2	g37	0.0430986387859542	0.509065157626739
g37	g2	0.0430986387859542	0.50906515762674
g49	g23	0.0430357657084396	0.509683951761942
g23	g49	0.0430357657084396	0.509683951761942
g2	g36	0.0429907520838095	0.510127214100686
g36	g2	0.0429907520838094	0.510127214100687
g56	g1	0.0429179550938914	0.510844491173097
g1	g56	0.042917955093891	0.510844491173101
g12	g64	0.042912076046273	0.510902440946293
g64	g12	0.042912076046273	0.510902440946293
g24	g44	0.0427793255769636	0.512211870389667
g44	g24	0.0427793255769635	0.512211870389668
g60	g50	0.0427410152418711	0.512590080523183
g50	g60	0.0427410152418711	0.512590080523184
g55	g2	0.0426704036900397	0.51328755591099
g2	g55	0.0426704036900397	0.51328755591099
g36	g49	0.0418977381561817	0.52095162773758
g49	g36	0.0418977381561817	0.52095162773758
g17	g40	0.0418000930690115	0.521924320091904
g40	g17	0.0418000930690115	0.521924320091904
g1	g45	0.0417542951454805	0.522380855958593
g45	g1	0.0417542951454803	0.522380855958594
g13	g28	0.0416053386519717	0.523867135159148
g28	g13	0.0416053386519717	0.523867135159148
g37	g35	0.0415789217218503	0.524130946488351
g35	g37	0.0415789217218503	0.524130946488351
g6	g58	0.0415763179387728	0.524156952698157
g58	g6	0.0415763179387728	0.524156952698157
g2	g20	0.0415382703253536	0.524537041715756
g20	g2	0.0415382703253536	0.524537041715756
g14	g48	0.0413009935275735	0.526910556655311
g48	g14	0.0413009935275734	0.526910556655311
g38	g35	0.0412597239918764	0.527323937328529
g35	g38	0.0412597239918764	0.527323937328529
g49	g44	0.0409863336399902	0.530066525766611
g44	g49	0.0409863336399902	0.530066525766612
g17	g46	0.0409036345387631	0.530897560078208
g46	g17	0.0409036345387631	0.530897560078209
g16	g54	0.0408846327848883	0.531088599405003
g54	g16	0.0408846327848883	0.531088599405003
g42	g56	0.0408529041776998	0.531407668840317
g56	g42	0.0408529041776997	0.531407668840318
g51	g37	0.0408161554575543	0.531777342226605
g37	g51	0.0408161554575543	0.531777342226605
g0	g39	0.04074426639391	0.532500883748001
g39	g0	0.0407442663939099	0.532500883748001
g62	g64	0.0406684366696966	0.533264623020798
g64	g62	0.0406684366696966	0.533264623020798
g57	g26	0.0405906718543297	0.534048423188563
g26	g57	0.0405906718543296	0.534048423188564
g20	g33	0.0404245728613265	0.535724486907079
g33	g20	0.0404245728613265	0.535724486907079
g43	g14	0.0404108308076073	0.535863272382479
g14	g43	0.0404108308076071	0.53586327238248
g4	g51	0.0402805628769636	0.537179783577388
g51	g4	0.0402805628769636	0.537179783577389
g58	g34	0.040185914670922	0.538137327441152
g34	g58	0.040185914670922	0.538137327441152
g16	g51	0.0401817967357097	0.538179007380235
g51	g16	0.0401817967357097	0.538179007380235
g16	g60	0.0399364776478872	0.540664920296578
g60	g16	0.0399364776478872	0.540664920296578
g2	g39	0.0399210265674281	0.540821682766761
g39	g2	0.039921026567428	0.540821682766761
g28	g19	0.0395562099923847	0.544529557541861
g19	g28	0.0395562099923847	0.544529557541862
g26	g61	0.039527111995897	0.544825839508409
g61	g26	0.0395271119958969	0.54482583950841
g46	g20	0.0393197931411476	0.546939103873683
g20	g46	0.0393197931411475	0.546939103873684
g14	g9	0.03918341526847	0.548331440103477
g9	g14	0.0391834152684699	0.548331440103478
g62	g33	0.0390255534307137	0.549945283892529
g33	g62	0.0390255534307136	0.549945283892529
g32	g43	0.0389875459823716	0.550334186408527
g43	g32	0.0389875459823716	0.550334186408527
g63	g41	0.0389819553184385	0.550391402946918
g41	g63	0.0389819553184384	0.550391402946919
g23	g38	0.0389459358592257	0.550760106696313
g38	g23	0.0389459358592257	0.550760106696313
g14	g19	0.0388901210029981	0.55133167926927
g19	g14	0.0388901210029981	0.55133167926927
g58	g48	0.0388022048059473	0.55223257314547
g48	g58	0.0388022048059473	0.55223257314547
g20	g10	0.0387739336568355	0.552522425447179
g10	g20	0.0387739336568354	0.552522425447179
g22	g24	0.0387238431031479	0.553036165064504
g24	g22	0.0387238431031478	0.553036165064504
g63	g58	0.0385614450636766	0.554703353083959
g58	g63	0.0385614450636766	0.554703353083959
g12	g29	0.0385008230115267	0.555326327985538
g29	g12	0.0385008230115267	0.555326327985539
g59	g41	0.0384032779123516	0.55632945018433
g41	g59	0.0384032779123515	0.556329450184331
g28	g40	0.0381559714027179	0.558876598181476
g40	g28	0.0381559714027179	0.558876598181476
g58	g33	0.0381132911697752	0.559316754531245
g33	g58	0.0381132911697752	0.559316754531245
g28	g59	0.0380868889665221	0.559589121092089
g59	g28	0.0380868889665221	0.559589121092089
g2	g49	0.0379796617105557	0.560695939878657
g49	g2	0.0379796617105557	0.560695939878658
g29	g7	0.0378145093195842	0.562402729955062
g7	g29	0.0378145093195841	0.562402729955062
g4	g1	0.0378006116895231	0.562546470559481
g1	g4	0.037800611689523	0.562546470559482
g43	g23	0.0377856506659798	0.562701229339558
g23	g43	0.0377856506659798	0.562701229339558
g14	g35	0.0376332284823852	0.564279066825219
g35	g14	0.0376332284823852	0.564279066825219
g2	g10	0.0376108889987034	0.564510497437646
g10	g2	0.0376108889987033	0.564510497437647
g16	g47	0.0375672892512262	0.564962308937987
g47	g16	0.0375672892512262	0.564962308937987
g46	g32	0.0375584858960525	0.565053556507304
g32	g46	0.0375584858960525	0.565053556507304
g62	g18	0.0374901377565207	0.565762230545868
g18	g62	0.0374901377565207	0.565762230545868
g42	g19	0.0373804345675536	0.566900584108602
g19	g42	0.0373804345675535	0.566900584108603
g33	g18	0.0373102074921329	0.567629879359928
g18	g33	0.0373102074921329	0.567629879359928
g56	g11	0.0372645267092805	0.568104505323673
g11	g56	0.0372645267092805	0.568104505323673
g54	g14	0.0372279555571413	0.568484617605659
g14	g54	0.0372279555571412	0.56848461760566
g11	g41	0.0371438951782195	0.569358779852092
g41	g11	0.0371438951782195	0.569358779852092
g36	g11	0.0371268950953135	0.569535644907168
g11	g36	0.0371268950953135	0.569535644907168
g6	g2	0.0371093395558083	0.569718316146377
g2	g6	0.0371093395558082	0.569718316146378
g54	g40	0.036890547829764	0.571997243679327
g40	g54	0.036890547829764	0.571997243679328
g35	g28	0.0368253981242483	0.572676671699389
g28	g35	0.0368253981242483	0.572676671699389
g62	g44	0.0368041985327825	0.572897838355268
g44	g62	0.0368041985327824	0.572897838355269
g64	g11	0.0365514932162291	0.575537305644972
g11	g64	0.0365514932162291	0.575537305644972
g34	g47	0.0364950013585917	0.576128133934996
g47	g34	0.0364950013585917	0.576128133934996
g41	g56	0.0364875588258043	0.576205993942692
g56	g41	0.0364875588258043	0.576205993942692
g60	g2	0.0364791695537569	0.576293764171292
g2	g60	0.0364791695537569	0.576293764171292
g60	g48	0.0363337175092261	0.577816507732077
g48	g60	0.036333717509226	0.577816507732078
g14	g22	0.0362767350213477	0.578413572244028
g22	g14	0.0362767350213474	0.578413572244031
g15	g42	0.0361941785247273	0.579279112960677
g42	g15	0.0361941785247272	0.579279112960677
g17	g60	0.036124424076652	0.580010904646832
g60	g17	0.0361244240766519	0.580010904646833
g24	g14	0.0359649351800983	0.581685713459125
g14	g24	0.0359649351800982	0.581685713459126
g32	g27	0.0358895516394718	0.582478104516366
g27	g32	0.0358895516394718	0.582478104516367
g17	g36	0.0358385430355221	0.583014563254813
g36	g17	0.0358385430355221	0.583014563254814
g57	g29	0.0358243356198642	0.583164023749856
g29	g57	0.0358243356198642	0.583164023749856
g31	g25	0.0357234661057924	0.584225670298427
g25	g31	0.0357234661057924	0.584225670298427
g18	g25	0.035693119127243	0.584545245517401
g25	g18	0.035693119127243	0.584545245517402
g34	g0	0.0355055234712269	0.586522551877334
g0	g34	0.0355055234712269	0.586522551877335
g5	g27	0.0352981755321563	0.588711629507974
g27	g5	0.0352981755321563	0.588711629507974
g9	g61	0.0352659384954518	0.589052308713709
g61	g9	0.0352659384954517	0.589052308713709
g35	g50	0.0351503059148024	0.590275050369493
g50	g35	0.0351503059148023	0.590275050369494
g51	g9	0.0351123639128278	0.590676516008513
g9	g51	0.0351123639128278	0.590676516008513
g11	g29	0.0346666560826148	0.595401883342026
g29	g11	0.0346666560826147	0.595401883342027
g36	g7	0.0346373846941407	0.595712815647445
g7	g36	0.0346373846941406	0.595712815647446
g21	g16	0.0345284153296636	0.59687097768233
g16	g21	0.0345284153296636	0.59687097768233
g6	g60	0.0343934605609755	0.598306730508364
g60	g6	0.0343934605609755	0.598306730508364
g48	g43	0.0342261792712035	0.600088556201536
g43	g48	0.0342261792712034	0.600088556201537
g39	g7	0.0340277970354382	0.602204744972987
g7	g39	0.0340277970354382	0.602204744972988
g63	g52	0.0339212052676882	0.603343162039211
g52	g63	0.0339212052676882	0.603343162039211
g45	g41	0.0339159744951308	0.603399052267747
g41	g45	0.0339159744951308	0.603399052267747
g35	g10	0.0338274085515385	0.604345720533493
g10	g35	0.0338274085515383	0.604345720533495
g30	g33	0.0336805450730103	0.605916980550563
g33	g30	0.0336805450730102	0.605916980550563
g31	g34	0.033577691369256	0.607018470093368
g34	g31	0.0335776913692559	0.607018470093368
g18	g23	0.0333573141395926	0.609381538586723
g23	g18	0.0333573141395926	0.609381538586724
g8	g1	0.0333274966676675	0.60970157831542
g1	g8	0.0333274966676673	0.609701578315421
g41	g24	0.0331625672788416	0.611473152967809
g24	g41	0.0331625672788416	0.611473152967809
g30	g35	0.0331299503797979	0.611823772667435
g35	g30	0.0331299503797978	0.611823772667435
g12	g34	0.0331185406969535	0.611946443442864
g34	g12	0.0331185406969535	0.611946443442864
g47	g29	0.0330682380470035	0.612487399372668
g29	g47	0.0330682380470035	0.612487399372668
g2	g47	0.0330118218723189	0.613094350039505
g47	g2	0.0330118218723188	0.613094350039506
g20	g51	0.0327712625486861	0.615685351435366
g51	g20	0.0327712625486861	0.615685351435367
g22	g10	0.0326451768396075	0.617045293981
g10	g22	0.0326451768396073	0.617045293981002
g2	g32	0.0324423874534794	0.619235289850311
g32	g2	0.0324423874534794	0.619235289850312
g45	g8	0.0323753014728058	0.619960516706421
g8	g45	0.0323753014728057	0.619960516706421
g11	g23	0.0322592273318832	0.621216193242742
g23	g11	0.0322592273318831	0.621216193242742
g64	g1	0.0321092047632027	0.622840744882021
g1	g64	0.0321092047632027	0.622840744882022
g60	g45	0.0319816537101561	0.624223395574914
g45	g60	0.0319816537101561	0.624223395574915
g48	g12	0.0316632103266566	0.62768105101772
g12	g48	0.0316632103266565	0.62768105101772
g24	g29	0.0316581449884141	0.627736116358714
g29	g24	0.0316581449884141	0.627736116358715
g7	g31	0.0314597081991283	0.629894942824617
g31	g7	0.0314597081991283	0.629894942824618
g42	g8	0.0313703270429901	0.630868363547807
g8	g42	0.0313703270429901	0.630868363547807
g58	g57	0.0312105852986038	0.632609643331901
g57	g58	0.0312105852986038	0.632609643331901
g46	g19	0.0311854548017392	0.632883765290172
g19	g46	0.0311854548017392	0.632883765290173
g18	g3	0.0311852760199998	0.63288571561025
g3	g18	0.0311852760199997	0.632885715610251
g18	g19	0.0310612269826651	0.634239570403894
g19	g18	0.0310612269826651	0.634239570403894
g7	g9	0.0310243500792273	0.63464227492598
g9	g7	0.0310243500792272	0.63464227492598
g51	g63	0.0309306600883605	0.635665874944441
g63	g51	0.0309306600883605	0.635665874944441
g5	g16	0.0308278259500665	0.636790174961115
g16	g5	0.0308278259500665	0.636790174961115
g3	g42	0.0308011233223459	0.637082254610584
g42	g3	0.0308011233223459	0.637082254610584
g8	g58	0.0306368579911168	0.638880258708268
g58	g8	0.0306368579911167	0.638880258708269
g61	g25	0.030623207919256	0.639029763864755
g25	g61	0.030623207919256	0.639029763864755
g41	g29	0.0305825834272001	0.639474798002367
g29	g41	0.0305825834272	0.639474798002368
g0	g25	0.0305218966539585	0.640139851076506
g25	g0	0.0305218966539585	0.640139851076507
g13	g19	0.0304668616061155	0.64074321659815
g19	g13	0.0304668616061154	0.64074321659815
g31	g1	0.0304262447010111	0.641188663121902
g1	g31	0.0304262447010111	0.641188663121902
g54	g53	0.0303692060034148	0.641814424555144
g53	g54	0.0303692060034148	0.641814424555144
g5	g35	0.0303443403817228	0.642087300041273
g35	g5	0.0303443403817228	0.642087300041273
g63	g28	0.0301775182555513	0.643919247369025
g28	g63	0.0301775182555512	0.643919247369026
g54	g7	0.0300439558747225	0.645387506464283
g7	g54	0.0300439558747224	0.645387506464284
g7	g43	0.0299065743425487	0.646899183849538
g43	g7	0.0299065743425486	0.646899183849539
g54	g44	0.0298928341808933	0.647050453489774
g44	g54	0.0298928341808933	0.647050453489774
g52	g3	0.02973888519561	0.648746314406888
g3	g52	0.02973888519561	0.648746314406888
g7	g61	0.0296662330765072	0.64954726041116
g61	g7	0.0296662330765072	0.64954726041116
g39	g13	0.0296594950853441	0.649621563136114
g13	g39	0.0296594950853441	0.649621563136114
g27	g46	0.0294598286832396	0.651824939401111
g46	g27	0.0294598286832396	0.651824939401111
g20	g6	0.029433550380876	0.652115153614542
g6	g20	0.029433550380876	0.652115153614543
g58	g28	0.029407387332255	0.652404146988133
g28	g58	0.029407387332255	0.652404146988133
g63	g40	0.0293608866429761	0.652917915059918
g40	g63	0.0293608866429761	0.652917915059918
g63	g13	0.0293113558246874	0.653465341789688
g13	g63	0.0293113558246874	0.653465341789688
g59	g51	0.0293076862672562	0.653505906015306
g51	g59	0.0293076862672562	0.653505906015307
g45	g10	0.0292314246443663	0.654349151601627
g10	g45	0.0292314246443663	0.654349151601627
g33	g64	0.0291613981199966	0.655123840194337
g64	g33	0.0291613981199966	0.655123840194337
g58	g53	0.0291432563954	0.655324598457411
g53	g58	0.0291432563953999	0.655324598457411
g1	g20	0.0289391247377424	0.657585244563241
g20	g1	0.0289391247377424	0.657585244563242
g17	g39	0.0285391575866233	0.662023679843479
g39	g17	0.0285391575866232	0.662023679843481
g19	g3	0.0284708914713006	0.662782414482832
g3	g19	0.0284708914713004	0.662782414482834
g13	g55	0.0284567367103642	0.662939778761557
g55	g13	0.028456736710364	0.662939778761558
g52	g7	0.0282629845638318	0.665095284184678
g7	g52	0.0282629845638317	0.665095284184678
g9	g55	0.028063183544001	0.667320968062408
g55	g9	0.028063183544001	0.667320968062408
g10	g51	0.0279782017713967	0.668268506341944
g51	g10	0.0279782017713967	0.668268506341944
g56	g4	0.0279482348449611	0.668602759967809
g4	g56	0.0279482348449611	0.668602759967809
g53	g50	0.0278715941308016	0.669457913815829
g50	g53	0.0278715941308016	0.66945791381583
g31	g44	0.0278528968957066	0.669666601460127
g44	g31	0.0278528968957066	0.669666601460127
g17	g6	0.0278246703953332	0.669981697216464
g6	g17	0.0278246703953332	0.669981697216465
g37	g29	0.0278111924700391	0.67013217324822
g29	g37	0.0278111924700391	0.67013217324822
g0	g17	0.02765027341518	0.671929789267479
g17	g0	0.02765027341518	0.671929789267479
g51	g27	0.0275250551777961	0.673329885259722
g27	g51	0.0275250551777961	0.673329885259723
g10	g33	0.0273577592806465	0.675202217832576
g33	g10	0.0273577592806465	0.675202217832577
g30	g10	0.0273162071146925	0.67566756930499
g10	g30	0.0273162071146925	0.675667569304991
g56	g46	0.0272691584311733	0.676194626125415
g46	g56	0.0272691584311733	0.676194626125415
g55	g52	0.0271391398824326	0.6776519615386
g52	g55	0.0271391398824326	0.6776519615386
g21	g58	0.027068331717769	0.678446131936892
g58	g21	0.027068331717769	0.678446131936892
g58	g3	0.0270431048740519	0.678729157044642
g3	g58	0.0270431048740518	0.678729157044642
g7	g57	0.0269565953412948	0.67970006687635
g57	g7	0.0269565953412948	0.67970006687635
g60	g5	0.026874391958409	0.680623137448168
g5	g60	0.0268743919584089	0.680623137448169
g39	g5	0.0268618781901962	0.680763697630004
g5	g39	0.0268618781901962	0.680763697630005
g58	g18	0.0266489661930487	0.683156904274007
g18	g58	0.0266489661930487	0.683156904274007
g34	g20	0.0266475836818089	0.683172454568297
g20	g34	0.0266475836818088	0.683172454568298
g56	g26	0.0265792081252722	0.683941699879634
g26	g56	0.026579208125272	0.683941699879635
g30	g43	0.0265755725869632	0.683982609899671
g43	g30	0.0265755725869632	0.683982609899672
g18	g32	0.0264138424604978	0.68580345908829
g32	g18	0.0264138424604978	0.68580345908829
g13	g58	0.0263972587642147	0.68599027044464
g58	g13	0.0263972587642147	0.68599027044464
g64	g47	0.0263562728127703	0.686452049125757
g47	g64	0.0263562728127703	0.686452049125757
g10	g13	0.0262373002046391	0.687793142730235
g13	g10	0.0262373002046391	0.687793142730236
g61	g45	0.0262316308106411	0.687857074179857
g45	g61	0.026231630810641	0.687857074179858
g57	g37	0.02615108758359	0.688765566653411
g37	g57	0.02615108758359	0.688765566653411
g11	g57	0.0261028156594899	0.689310266859869
g57	g11	0.0261028156594898	0.689310266859869
g43	g22	0.0257235475125417	0.693595476075548
g22	g43	0.0257235475125416	0.693595476075549
g31	g27	0.0256738033172838	0.694158243681716
g27	g31	0.0256738033172837	0.694158243681716
g46	g25	0.0255619629573088	0.695424131169023
g25	g46	0.0255619629573088	0.695424131169023
g30	g49	0.0255610016671088	0.695435015387544
g49	g30	0.0255610016671088	0.695435015387544
g63	g45	0.0255409415547907	0.695662160447212
g45	g63	0.0255409415547906	0.695662160447213
g22	g64	0.0254933424847731	0.696201243727378
g64	g22	0.0254933424847731	0.696201243727378
g12	g25	0.0254500505597942	0.696691678900646
g25	g12	0.0254500505597941	0.696691678900647
g44	g22	0.025231919424495	0.699164703686094
g22	g44	0.0252319194244949	0.699164703686094
g46	g45	0.0252150046101728	0.699356605494835
g45	g46	0.0252150046101727	0.699356605494836
g42	g0	0.0250704418576147	0.700997475002333
g0	g42	0.0250704418576147	0.700997475002333
g12	g11	0.0249493228523847	0.702373312834473
g11	g12	0.0249493228523846	0.702373312834473
g23	g42	0.0249262746095784	0.70263523671782
g42	g23	0.0249262746095784	0.70263523671782
g17	g7	0.0248886299845063	0.703063111639654
g7	g17	0.0248886299845063	0.703063111639654
g49	g46	0.0248665203176108	0.703314457283947
g46	g49	0.0248665203176108	0.703314457283947
g0	g40	0.0247609436389797	0.704515110893774
g40	g0	0.0247609436389797	0.704515110893775
g26	g59	0.0247214299525924	0.704964662257374
g59	g26	0.0247214299525923	0.704964662257375
g1	g63	0.0245365097708711	0.707069877187058
g63	g1	0.0245365097708711	0.707069877187058
g43	g0	0.0244033945331662	0.708586701311846
g0	g43	0.0244033945331662	0.708586701311846
g43	g64	0.0243654462246092	0.709019326181607
g64	g43	0.0243654462246092	0.709019326181607
g50	g0	0.0243325800734181	0.709394087935973
g0	g50	0.024332580073418	0.709394087935975
g39	g53	0.0242702725058051	0.71010475208231
g53	g39	0.024270272505805	0.710104752082311
g12	g1	0.0242661003368961	0.710152347729452
g1	g12	0.024266100336896	0.710152347729452
g42	g31	0.0242418090293434	0.710429482618692
g31	g42	0.0242418090293434	0.710429482618692
g8	g20	0.0241136113426062	0.711892695049813
g20	g8	0.0241136113426062	0.711892695049814
g20	g28	0.0240519755662302	0.712596564326225
g28	g20	0.0240519755662301	0.712596564326226
g60	g21	0.0240453292346694	0.712672478757697
g21	g60	0.0240453292346694	0.712672478757697
g41	g10	0.0240158423288918	0.713009312440799
g10	g41	0.0240158423288917	0.7130093124408
g29	g50	0.0239524003518898	0.713734208853756
g50	g29	0.0239524003518898	0.713734208853756
g63	g25	0.0238650985008548	0.714732151136339
g25	g63	0.0238650985008548	0.714732151136339
g36	g59	0.0233833320276883	0.720247873482797
g59	g36	0.0233833320276883	0.720247873482797
g14	g15	0.0233444241911891	0.720693964022914
g15	g14	0.0233444241911891	0.720693964022914
g59	g30	0.0232348456265809	0.721950823842674
g30	g59	0.0232348456265809	0.721950823842674
g54	g33	0.0231702192137278	0.722692435103519
g33	g54	0.0231702192137277	0.722692435103519
g60	g28	0.0227076658027736	0.728007922159454
g28	g60	0.0227076658027736	0.728007922159454
g16	g31	0.0223968793110758	0.731586695395291
g31	g16	0.0223968793110758	0.731586695395292
g56	g23	0.0222980503944758	0.732725952915299
g23	g56	0.0222980503944758	0.7327259529153
g36	g8	0.0222329038245931	0.733477255009517
g8	g36	0.0222329038245931	0.733477255009517
g33	g36	0.0221971950959848	0.733889173216087
g36	g33	0.0221971950959848	0.733889173216087
g59	g25	0.0220575585938563	0.735500680546336
g25	g59	0.0220575585938562	0.735500680546337
g59	g55	0.021976679356075	0.736434615874151
g55	g59	0.021976679356075	0.736434615874151
g30	g44	0.0218418256046798	0.737992670169903
g44	g30	0.0218418256046798	0.737992670169904
g41	g33	0.0218384112554973	0.738032132312386
g33	g41	0.0218384112554972	0.738032132312386
g24	g3	0.0217321524268351	0.739260586042384
g3	g24	0.0217321524268351	0.739260586042384
g50	g56	0.0216032373887878	0.740751855004996
g56	g50	0.0216032373887877	0.740751855004997
g10	g26	0.0215557718727675	0.741301172863786
g26	g10	0.0215557718727672	0.741301172863789
g16	g20	0.021391670553304	0.743201323475483
g20	g16	0.0213916705533038	0.743201323475484
g54	g46	0.0213394797672369	0.743805973942465
g46	g54	0.0213394797672369	0.743805973942465
g54	g13	0.0211883065441885	0.745558259024488
g13	g54	0.0211883065441885	0.745558259024488
g39	g40	0.0211551709721585	0.745942516561201
g40	g39	0.0211551709721585	0.745942516561201
g42	g10	0.0211235866438021	0.746308843514339
g10	g42	0.021123586643802	0.74630884351434
g45	g54	0.0210079447601737	0.747650587323547
g54	g45	0.0210079447601736	0.747650587323547
g38	g4	0.0209149492428661	0.748730126468263
g4	g38	0.020914949242866	0.748730126468264
g36	g3	0.0207082721174721	0.751131089557513
g3	g36	0.020708272117472	0.751131089557514
g54	g22	0.020660707968129	0.751683981122657
g22	g54	0.020660707968129	0.751683981122658
g23	g64	0.0206451285508068	0.751865105751619
g64	g23	0.0206451285508068	0.751865105751619
g7	g46	0.0206411064605512	0.751911868345928
g46	g7	0.0206411064605512	0.751911868345929
g20	g38	0.0206200187126818	0.752157058605252
g38	g20	0.0206200187126818	0.752157058605252
g58	g0	0.0206005354892066	0.752383614919305
g0	g58	0.0206005354892066	0.752383614919305
g59	g50	0.0205757786971142	0.752671524325973
g50	g59	0.0205757786971141	0.752671524325974
g46	g16	0.0204552306083482	0.754073927599849
g16	g46	0.0204552306083482	0.754073927599849
g59	g48	0.0204303657483697	0.754363294859388
g48	g59	0.0204303657483697	0.754363294859388
g10	g8	0.0203058838546003	0.755812479612732
g8	g10	0.0203058838546003	0.755812479612733
g9	g28	0.0201297472905051	0.757864472312001
g28	g9	0.0201297472905051	0.757864472312002
g10	g15	0.0201170317900129	0.758012673838517
g15	g10	0.0201170317900129	0.758012673838518
g34	g3	0.0200642072197653	0.758628448597183
g3	g34	0.0200642072197653	0.758628448597183
g26	g31	0.0196866410287229	0.763034137145553
g31	g26	0.0196866410287229	0.763034137145554
g3	g20	0.0196612490152139	0.763330703376578
g20	g3	0.0196612490152139	0.763330703376579
g48	g19	0.0195837557903034	0.764235999352589
g19	g48	0.0195837557903034	0.764235999352589
g5	g28	0.0194926438576619	0.765300802195943
g28	g5	0.0194926438576619	0.765300802195943
g39	g49	0.0193175232718193	0.76734863003798
g49	g39	0.0193175232718192	0.767348630037981
g45	g59	0.0192554345410852	0.768075072791051
g59	g45	0.0192554345410852	0.768075072791051
g32	g58	0.0190070120928914	0.770983653492167
g58	g32	0.0190070120928914	0.770983653492168
g18	g21	0.0189912674571656	0.771168103231448
g21	g18	0.0189912674571656	0.771168103231448
g36	g56	0.018938834910053	0.771782447592032
g56	g36	0.018938834910053	0.771782447592032
g16	g44	0.01888387843423	0.772426517086225
g44	g16	0.0188838784342299	0.772426517086226
g35	g47	0.018873812907822	0.772544498213642
g47	g35	0.018873812907822	0.772544498213642
g17	g49	0.0188644311797574	0.772654469034644
g49	g17	0.0188644311797573	0.772654469034645
g64	g55	0.0187827694834552	0.773611883186225
g55	g64	0.0187827694834552	0.773611883186225
g9	g19	0.0187238667407611	0.774302680506382
g19	g9	0.0187238667407611	0.774302680506382
g55	g11	0.0186249152452489	0.775463559569427
g11	g55	0.0186249152452489	0.775463559569428
g58	g54	0.0186203884221443	0.77551667929792
g54	g58	0.0186203884221443	0.77551667929792
g10	g61	0.0185850240745275	0.775931695974165
g61	g10	0.0185850240745275	0.775931695974165
g19	g61	0.0184777068891472	0.777191500641579
g61	g19	0.0184777068891472	0.777191500641579
g45	g18	0.0183902709330262	0.778218348734055
g18	g45	0.0183902709330261	0.778218348734055
g3	g22	0.0181332878867659	0.78123858014786
g22	g3	0.0181332878867659	0.78123858014786
