Ensembl_id,gene_name
ENSDARG00000103697,arnt2
ENSDARG00000036096,smad3a
ENSDARG00000044774,pou5f3
ENSDARG00000114279,BX276128.6
ENSDARG00000113336,CT573494.3
ENSDARG00000099365,evx1
ENSDARG00000100192,znf1155
ENSDARG00000021959,zgc:101100
ENSDARG00000100842,si:ch211-223a21
ENSDARG00000029497,tfcp2l1
ENSDARG00000005549,znf710b
ENSDARG00000089697,nfe2l2b
ENSDARG00000110802,znf1149
ENSDARG00000035622,xbp1
ENSDARG00000076272,znf1041
ENSDARG00000030479,hmgb1b
ENSDARG00000095051,si:ch211-236l14
ENSDARG00000070818,pax7b
ENSDARG00000105075,BX324216.2
ENSDARG00000102899,cremb
ENSDARG00000115096,FO704836.1
ENSDARG00000111506,BX470259.3
ENSDARG00000087249,znf1011
ENSDARG00000093041,si:ch211-234c11
ENSDARG00000076451,prdm2b
ENSDARG00000057782,baz2ba
ENSDARG00000078279,foxp3b
ENSDARG00000001857,aff4
ENSDARG00000070048,zgc:173548
ENSDARG00000098898,si:ch211-255f4
ENSDARG00000113843,CR762426.2
ENSDARG00000101576,tbxta
ENSDARG00000110008,znf1004
ENSDARG00000038561,klf6b
ENSDARG00000116992,znf1051
ENSDARG00000115060,CR558303.2
ENSDARG00000042835,tfdp2
ENSDARG00000110670,znf1092
ENSDARG00000111472,AL807792.3
ENSDARG00000036074,cebpa
ENSDARG00000036869,tcf21
ENSDARG00000097521,si:dkey-111k8
ENSDARG00000042041,tal2
ENSDARG00000040623,fosl2
ENSDARG00000114908,znf1088
ENSDARG00000060306,tfcp2
ENSDARG00000060734,appl1
ENSDARG00000077987,zfat
ENSDARG00000055374,irf4b
ENSDARG00000099025,CU915778.1
ENSDARG00000110323,znf986
ENSDARG00000113070,CR391911.1
ENSDARG00000071833,znf1162
ENSDARG00000098426,si:dkey-56m15
ENSDARG00000114808,BX928754.3
ENSDARG00000055854,nr4a3
ENSDARG00000096948,im:7143333
ENSDARG00000069289,gabpa
ENSDARG00000061818,meox2b
ENSDARG00000039302,terfa
ENSDARG00000039185,nfyba
ENSDARG00000007720,sub1b
ENSDARG00000095397,znf1170
ENSDARG00000042989,si:dkeyp-84f3
ENSDARG00000112770,CR318628.1
ENSDARG00000099021,setdb1b
ENSDARG00000040948,olig1
ENSDARG00000116191,CR381651.6
ENSDARG00000035735,gsx1
ENSDARG00000113713,znf1103
ENSDARG00000116587,znf980
ENSDARG00000053586,creb1a
ENSDARG00000103078,zgc:174222
ENSDARG00000075560,kmt2cb
ENSDARG00000098664,si:dkeyp-53d3
ENSDARG00000029179,foxd1
ENSDARG00000111940,CR392331.1
ENSDARG00000112355,barhl1a
ENSDARG00000042857,si:ch211-246m6
ENSDARG00000109725,AL929576.2
ENSDARG00000110782,bsx
ENSDARG00000112251,BX908748.1
ENSDARG00000058702,vax2
ENSDARG00000112874,znf1067
ENSDARG00000103862,hoxa3a
ENSDARG00000054033,hoxb1b
ENSDARG00000104006,znf1082
ENSDARG00000019961,znf513a
ENSDARG00000044532,nr4a2b
ENSDARG00000112725,si:dkey-22h13
ENSDARG00000099090,znf1087
ENSDARG00000067673,snapc4
ENSDARG00000028228,zbtb18
ENSDARG00000102282,CABZ01063298.1
ENSDARG00000042383,zbtb25
ENSDARG00000001785,irx2a
ENSDARG00000116692,si:ch211-79g12
ENSDARG00000098919,smarcc1b
ENSDARG00000007430,prdm12b
ENSDARG00000062401,znf319b
ENSDARG00000078459,cux1a
ENSDARG00000009823,pou3f1
ENSDARG00000007996,pou2f1b
ENSDARG00000096856,znf1012
ENSDARG00000104199,si:dkey-43p13
ENSDARG00000039569,emx1
ENSDARG00000062302,znf652
ENSDARG00000111442,zgc:100951
ENSDARG00000074009,znf1059
ENSDARG00000006389,smad2
ENSDARG00000070220,pou3f2a
ENSDARG00000105690,zgc:194215
ENSDARG00000056729,her4.2
ENSDARG00000001447,mier1b
ENSDARG00000008305,hand2
ENSDARG00000104798,BX510922.2
ENSDARG00000044375,zgc:158291
ENSDARG00000103700,si:ch211-239d6
ENSDARG00000102551,jazf1a
ENSDARG00000023058,foxo3a
ENSDARG00000116194,BX897688.2
ENSDARG00000094469,si:ch211-148l7
ENSDARG00000007081,pias4a
ENSDARG00000023362,nr5a1b
ENSDARG00000045131,id4
ENSDARG00000112831,znf1116
ENSDARG00000024894,tbx5a
ENSDARG00000095704,si:dkey-4c15
ENSDARG00000037397,ssrp1a
ENSDARG00000116278,CR788257.3
ENSDARG00000086296,BX649307.1
ENSDARG00000011879,foxn1
ENSDARG00000002582,tbx15
ENSDARG00000097255,si:dkey-77f5
ENSDARG00000059279,tfap2a
ENSDARG00000077085,zgc:110821
ENSDARG00000035695,scxa
ENSDARG00000020354,lmx1a
ENSDARG00000075226,smad4a
ENSDARG00000018321,lbx1a
ENSDARG00000098800,znf1156
ENSDARG00000075269,si:dkey-20i10
ENSDARG00000112617,smad1
ENSDARG00000111939,atf4a
ENSDARG00000058379,otpb
ENSDARG00000110466,znf989
ENSDARG00000006837,mycn
ENSDARG00000110637,si:ch211-212k5
ENSDARG00000021055,isl1l
ENSDARG00000037073,si:dkey-60a16
ENSDARG00000101690,si:ch73-158p21
ENSDARG00000071714,si:dkey-20i20
ENSDARG00000008986,e2f7
ENSDARG00000109319,znf1030
ENSDARG00000103458,znf1126
ENSDARG00000102111,zbtb49
ENSDARG00000098350,mxd3
ENSDARG00000035966,pgr
ENSDARG00000016304,tfdp1b
ENSDARG00000060395,si:dkey-57k2
ENSDARG00000078280,nkx3-1
ENSDARG00000005010,si:dkeyp-2e4
ENSDARG00000092139,si:dkey-247i3
ENSDARG00000101760,znf1016
ENSDARG00000055630,foxh1
ENSDARG00000014550,rfx3
ENSDARG00000007271,mynn
ENSDARG00000070390,flad1
ENSDARG00000111099,BX950188.3
ENSDARG00000102156,si:dkey-264f17
ENSDARG00000092436,BX537137.1
ENSDARG00000093994,znf1058
ENSDARG00000015998,wdhd1
ENSDARG00000102053,znf1164
ENSDARG00000076182,stat1b
ENSDARG00000025983,l3mbtl3
ENSDARG00000075533,zbtb24
ENSDARG00000110178,CABZ01066694.1
ENSDARG00000100361,znf1174
ENSDARG00000078416,zeb2b
ENSDARG00000100142,znf1083
ENSDARG00000110229,zgc:173702
ENSDARG00000100793,CR450785.1
ENSDARG00000103237,si:ch73-299h12
ENSDARG00000037068,IKZF4
ENSDARG00000096497,si:dkey-22h13
ENSDARG00000110769,znf1098
ENSDARG00000100502,BX005448.1
ENSDARG00000054003,rargb
ENSDARG00000103875,CABZ01048402.2
ENSDARG00000055283,id2a
ENSDARG00000007198,mta1
ENSDARG00000079035,zgc:174573
ENSDARG00000025699,mbd1b
ENSDARG00000052654,thrab
ENSDARG00000102449,CABZ01048402.1
ENSDARG00000110926,AL935169.2
ENSDARG00000092766,si:dkeyp-68b7
ENSDARG00000008333,znfl2a
ENSDARG00000110946,znf1110
ENSDARG00000093254,znf569l
ENSDARG00000041243,setdb1a
ENSDARG00000058598,sox18
ENSDARG00000112533,AL732488.3
ENSDARG00000102791,zgc:174704
ENSDARG00000042106,mnx2a
ENSDARG00000092608,si:dkey-262g12
ENSDARG00000000476,pms1
ENSDARG00000021494,hnf4a
ENSDARG00000102099,si:ch211-255f4
ENSDARG00000114645,BX942815.1
ENSDARG00000007982,onecut1
ENSDARG00000104697,si:dkey-57k17
ENSDARG00000057707,zgc:66443
ENSDARG00000113592,CU468289.1
ENSDARG00000068096,atf5a
ENSDARG00000099009,si:dkey-50i6
ENSDARG00000088000,znf1057
ENSDARG00000091287,ebf3b
ENSDARG00000103420,si:dkey-56m15
ENSDARG00000035285,ncor1
ENSDARG00000091029,phox2bb
ENSDARG00000033498,rorb
ENSDARG00000095198,znf1132
ENSDARG00000035559,tp53
ENSDARG00000097657,si:dkey-7i4
ENSDARG00000060885,znf592
ENSDARG00000003631,clockb
ENSDARG00000070538,hey1
ENSDARG00000011870,sp8a
ENSDARG00000105692,CABZ01069022.1
ENSDARG00000109541,AL935115.2
ENSDARG00000101365,si:cabz01021430
ENSDARG00000056621,ctcf
ENSDARG00000099277,znf1039
ENSDARG00000115524,znf1118
ENSDARG00000056079,l3mbtl2
ENSDARG00000104170,si:dkey-208k4
ENSDARG00000101292,si:dkey-201g16
ENSDARG00000028957,maff
ENSDARG00000097180,si:dkey-7i4
ENSDARG00000098952,gata4
ENSDARG00000002510,dmbx1b
ENSDARG00000089042,foxb1a
ENSDARG00000077982,elf3
ENSDARG00000012699,bbx
ENSDARG00000006120,tbx2b
ENSDARG00000075666,tsc22d3
ENSDARG00000098609,AL954741.1
ENSDARG00000115674,smad1
ENSDARG00000086055,si:dkey-7e14
ENSDARG00000099483,vdra
ENSDARG00000059109,si:dkeyp-113d7
ENSDARG00000090656,tomm20a
ENSDARG00000003820,nr1d2a
ENSDARG00000061885,satb2
ENSDARG00000100324,AL627305.1
ENSDARG00000115619,CR293501.10
ENSDARG00000019299,znf687b
ENSDARG00000106989,CABZ01083862.1
ENSDARG00000010400,lrrfip2
ENSDARG00000111875,CR450785.2
ENSDARG00000116546,znf987
ENSDARG00000093672,zgc:171435
ENSDARG00000032963,her12
ENSDARG00000112895,FO834857.1
ENSDARG00000054878,six2b
ENSDARG00000097685,si:ch211-235i11
ENSDARG00000073912,si:ch211-202h22
ENSDARG00000031768,roraa
ENSDARG00000006192,gatad2ab
ENSDARG00000099612,zgc:66483
ENSDARG00000078191,zbtb46
ENSDARG00000069327,nkx3
ENSDARG00000059073,gsc
ENSDARG00000099849,ebf3a
ENSDARG00000114299,CR847789.2
ENSDARG00000063145,tfam
ENSDARG00000030896,foxq1a
ENSDARG00000110598,CR354582.3
ENSDARG00000070151,nfyc
ENSDARG00000096141,zgc:173624
ENSDARG00000099731,CABZ01066719.1
ENSDARG00000041581,znf143b
ENSDARG00000023272,tfap2d
ENSDARG00000104737,si:ch211-223a21
ENSDARG00000015536,sox6
ENSDARG00000098193,znf998
ENSDARG00000071496,zic6
ENSDARG00000031222,lhx2b
ENSDARG00000074453,zfx
ENSDARG00000102027,si:dkey-172k15
ENSDARG00000020228,usf2
ENSDARG00000091994,znf1048
ENSDARG00000100497,hic2
ENSDARG00000103483,litaf
ENSDARG00000006408,hmgb3b
ENSDARG00000109703,FO834825.1
ENSDARG00000096189,si:dkey-54j5
ENSDARG00000078388,glis2a
ENSDARG00000098031,si:ch73-144d13
ENSDARG00000100232,glis2b
ENSDARG00000102082,nr3c2
ENSDARG00000101623,znf992
ENSDARG00000062510,bcl11ba
ENSDARG00000116217,creb3l3l
ENSDARG00000076657,plagl2
ENSDARG00000042145,lhx8b
ENSDARG00000017821,gata5
ENSDARG00000062553,bach1a
ENSDARG00000102974,baz2a
ENSDARG00000111696,sall1a
ENSDARG00000110194,CT737172.1
ENSDARG00000076171,znf827
ENSDARG00000015495,klf3
ENSDARG00000109697,znf1025
ENSDARG00000074768,zgc:113295
ENSDARG00000100995,si:dkey-16b10
ENSDARG00000101093,zgc:162971
ENSDARG00000040116,znf366
ENSDARG00000112520,BX322666.2
ENSDARG00000011582,sox5
ENSDARG00000102411,CR847850.1
ENSDARG00000073821,znf1177
ENSDARG00000102950,si:ch211-241b2
ENSDARG00000111192,CR376839.2
ENSDARG00000004697,rxrgb
ENSDARG00000114820,nfe2l1b
ENSDARG00000113600,BX005289.1
ENSDARG00000101076,irx3a
ENSDARG00000019835,nkx2
ENSDARG00000052610,olig4
ENSDARG00000114893,znf1038
ENSDARG00000115522,hnf1ba
ENSDARG00000074148,rbpjl
ENSDARG00000075194,si:dkey-56e3
ENSDARG00000041572,zfpm1
ENSDARG00000116815,zgc:173575
ENSDARG00000053990,hmgb2b
ENSDARG00000088367,si:cabz01069013
ENSDARG00000011273,tlx2
ENSDARG00000006896,lhx6
ENSDARG00000101023,msx2b
ENSDARG00000043797,cdc5l
ENSDARG00000114143,klf3
ENSDARG00000095521,znf1090
ENSDARG00000098270,znf1053
ENSDARG00000093478,si:ch211-197e7
ENSDARG00000015890,mafa
ENSDARG00000070769,foxg1a
ENSDARG00000114396,znf1017
ENSDARG00000112470,CR293501.5
ENSDARG00000110011,BX470236.1
ENSDARG00000109366,BX321871.1
ENSDARG00000101694,znf1184
ENSDARG00000059226,zbtb8a
ENSDARG00000094903,si:ch211-231i17
ENSDARG00000110427,CABZ01057488.2
ENSDARG00000114562,arntl1b
ENSDARG00000062106,klf5b
ENSDARG00000109324,CR556715.1
ENSDARG00000111349,CR405716.1
ENSDARG00000008218,znf410
ENSDARG00000100312,hoxa13a
ENSDARG00000054031,mxd4
ENSDARG00000069342,zgc:153115
ENSDARG00000110816,CR361551.2
ENSDARG00000110553,mespba
ENSDARG00000102559,si:dkey-16p19
ENSDARG00000104686,hsf5
ENSDARG00000011570,pou6f1
ENSDARG00000112061,CT737127.1
ENSDARG00000022712,stat3
ENSDARG00000108441,CU570894.1
ENSDARG00000113016,CU207245.1
ENSDARG00000112369,si:dkey-179k24
ENSDARG00000102363,si:ch73-138e16
ENSDARG00000095732,znf423
ENSDARG00000076082,CABZ01041962.1
ENSDARG00000038159,tcf7l1a
ENSDARG00000031046,nr1h5
ENSDARG00000071790,znf1153
ENSDARG00000079699,zgc:162612
ENSDARG00000011579,hoxb10a
ENSDARG00000040123,zfpm2a
ENSDARG00000116271,BX470259.4
ENSDARG00000093378,si:ch211-235i11
ENSDARG00000104561,znf1081
ENSDARG00000002795,meis3
ENSDARG00000099845,zgc:174275
ENSDARG00000104783,si:ch73-221f6
ENSDARG00000114236,znf974
ENSDARG00000113055,BX000353.1
ENSDARG00000037405,zgc:112083
ENSDARG00000116693,AL773596.1
ENSDARG00000008010,zgc:194189
ENSDARG00000052131,gli3
ENSDARG00000111831,CR407594.1
ENSDARG00000015554,zic2a
ENSDARG00000103530,zgc:113102
ENSDARG00000095332,si:dkey-14d8
ENSDARG00000114554,cdx1a
ENSDARG00000100434,znf1091
ENSDARG00000116348,CR847871.1
ENSDARG00000092938,znf1047
ENSDARG00000089953,si:ch73-367f21
ENSDARG00000103949,zbtb12
ENSDARG00000004864,zgc:171734
ENSDARG00000020655,INSM2
ENSDARG00000015506,klf5a
ENSDARG00000073957,tox3
ENSDARG00000073726,zbtb32
ENSDARG00000094043,si:ch73-376l24
ENSDARG00000101717,sox17
ENSDARG00000060661,klf8
ENSDARG00000103827,znf1144
ENSDARG00000101528,si:ch211-194h1
ENSDARG00000100179,gb:ai877918
ENSDARG00000038476,si:dkeyp-68b7
ENSDARG00000038133,zgc:113411
ENSDARG00000001549,sp3a
ENSDARG00000052894,znf532
ENSDARG00000070458,zgc:153292
ENSDARG00000099718,CU929391.3
ENSDARG00000110788,zbed4
ENSDARG00000108175,BX571760.1
ENSDARG00000016536,npas2
ENSDARG00000095149,znf1062
ENSDARG00000098767,CABZ01007829.1
ENSDARG00000117146,smad3a
ENSDARG00000004502,rcor3
ENSDARG00000079266,foxe1
ENSDARG00000115183,BX004818.3
ENSDARG00000015879,pax8
ENSDARG00000016951,neurog3
ENSDARG00000114587,BX255951.2
ENSDARG00000109819,dmtf1
ENSDARG00000032264,mybl2b
ENSDARG00000095745,si:ch73-138e16
ENSDARG00000076857,her3
ENSDARG00000115563,egr1
ENSDARG00000104294,BX510909.1
ENSDARG00000076252,si:dkey-247i3
ENSDARG00000109505,BX682238.1
ENSDARG00000111550,CABZ01002702.1
ENSDARG00000043483,otx5
ENSDARG00000114571,BX248325.4
ENSDARG00000115000,hmx4
ENSDARG00000086631,rnh1
ENSDARG00000100927,nfatc2a
ENSDARG00000111824,si:dkey-199m13
ENSDARG00000062902,si:dkey-220f10
ENSDARG00000087438,spi2
ENSDARG00000092816,si:dkey-93n13
ENSDARG00000067976,ar
ENSDARG00000077038,pbrm1l
ENSDARG00000103582,znf1166
ENSDARG00000059337,tgif1
ENSDARG00000079236,si:dkey-253d23
ENSDARG00000115813,AL935195.4
ENSDARG00000088290,foxj1b
ENSDARG00000091477,znf1066
ENSDARG00000062060,gmeb1
ENSDARG00000103777,znf1001
ENSDARG00000017400,klf1
ENSDARG00000000767,spi1b
ENSDARG00000078954,rxrba
ENSDARG00000020964,thap12b
ENSDARG00000025899,pnx
ENSDARG00000098071,znf1049
ENSDARG00000115051,hmx3a
ENSDARG00000019566,neurod1
ENSDARG00000113666,znf1173
ENSDARG00000109820,NPAS3
ENSDARG00000099173,BX530097.1
ENSDARG00000005574,vsx2
ENSDARG00000007387,irf2a
ENSDARG00000104641,si:ch211-261d7
ENSDARG00000103196,zgc:113343
ENSDARG00000098876,si:dkey-199m13
ENSDARG00000111799,BX004964.1
ENSDARG00000030844,klf11a
ENSDARG00000105137,zgc:173705
ENSDARG00000030110,myod1
ENSDARG00000056395,onecut3a
ENSDARG00000112223,zgc:153292
ENSDARG00000114646,znf1021
ENSDARG00000116377,CR847983.3
ENSDARG00000105689,znf1009
ENSDARG00000094725,si:ch211-284e13
ENSDARG00000071868,znf711
ENSDARG00000114230,BX649351.2
ENSDARG00000111845,AL935188.1
ENSDARG00000094107,si:ch73-37h15
ENSDARG00000077304,erg
ENSDARG00000114307,CR354612.1
ENSDARG00000071394,foxq2
ENSDARG00000103795,zgc:113348
ENSDARG00000098999,si:ch73-311h14
ENSDARG00000070337,hoxc1a
ENSDARG00000110502,zgc:113090
ENSDARG00000100294,zgc:113209
ENSDARG00000014722,her1
ENSDARG00000067669,zglp1
ENSDARG00000076118,cdip1
ENSDARG00000041839,tsc22d2
ENSDARG00000032197,klf12b
ENSDARG00000100883,CU896630.1
ENSDARG00000109473,AL807377.1
ENSDARG00000026473,six1b
ENSDARG00000010630,hoxb6a
ENSDARG00000112606,BX248128.1
ENSDARG00000054030,hoxb5b
ENSDARG00000104860,si:ch211-128m15
ENSDARG00000100908,lcor
ENSDARG00000071583,gtf3ab
ENSDARG00000017917,her7
ENSDARG00000098758,znf1125
ENSDARG00000035151,si:dkey-261j4
ENSDARG00000037421,egr1
ENSDARG00000097481,si:dkey-77f5
ENSDARG00000101319,si:ch73-299h12
ENSDARG00000114163,CR812472.7
ENSDARG00000099839,si:ch211-9d9
ENSDARG00000053298,nkx2.2a
ENSDARG00000103361,tshz3b
ENSDARG00000101998,si:dkey-1b17
ENSDARG00000101790,si:ch73-299h12
ENSDARG00000071150,cica
ENSDARG00000091762,zbtb40
ENSDARG00000097620,si:ch211-210b2
ENSDARG00000075639,si:ch211-89o9
ENSDARG00000015674,msx3
ENSDARG00000098027,si:dkey-77f5
ENSDARG00000091059,onecut3b
ENSDARG00000076437,zgc:163143
ENSDARG00000045371,prdm14
ENSDARG00000099544,si:dkey-165b20
ENSDARG00000112960,si:dkey-7i4
ENSDARG00000087645,znf1064
ENSDARG00000029930,SPDEF
ENSDARG00000006266,stat1a
ENSDARG00000096000,si:dkey-29j8
ENSDARG00000056175,scrt2
ENSDARG00000105219,znf988
ENSDARG00000102370,znf1094
ENSDARG00000056130,neurog1
ENSDARG00000086626,im:7147486
ENSDARG00000017168,nr2f1b
ENSDARG00000113192,si:dkey-29p23
ENSDARG00000107425,si:dkeyp-35e5
ENSDARG00000112751,BX511129.3
ENSDARG00000004861,esrrb
ENSDARG00000116717,si:dkey-82i20
ENSDARG00000077473,mych
ENSDARG00000116920,BX465848.2
ENSDARG00000069866,sox1a
ENSDARG00000112933,CR769781.2
ENSDARG00000100466,nrl
ENSDARG00000112638,AL929022.1
ENSDARG00000040321,rx2
ENSDARG00000076134,zgc:162972
ENSDARG00000017886,zbtb11
ENSDARG00000116941,nfil3-3
ENSDARG00000099583,CABZ01034082.1
ENSDARG00000116139,cdx1b
ENSDARG00000101593,zgc:163077
ENSDARG00000115868,sp5l
ENSDARG00000052351,ZXDC
ENSDARG00000045166,bhlha15
ENSDARG00000101831,irx1a
ENSDARG00000043492,irf1a
ENSDARG00000098987,znf1071
ENSDARG00000055158,prox1a
ENSDARG00000003607,nr2f6a
ENSDARG00000031983,six4b
ENSDARG00000112928,CR450780.2
ENSDARG00000113626,znf976
ENSDARG00000103721,si:dkey-122c11
ENSDARG00000075470,znf989
ENSDARG00000007369,tcf7l1b
ENSDARG00000086345,cux2b
ENSDARG00000015355,fosl1a
ENSDARG00000103954,si:dkey-1b17
ENSDARG00000091967,ttf1
ENSDARG00000112022,BX248097.3
ENSDARG00000074070,irx5b
ENSDARG00000031426,csrnp1a
ENSDARG00000025641,gli2a
ENSDARG00000103868,e2f1
ENSDARG00000041689,usf1
ENSDARG00000035821,si:ch211-173p18
ENSDARG00000111050,BX649366.4
ENSDARG00000086720,znf1023
ENSDARG00000019459,elf2a
ENSDARG00000069552,atoh7
ENSDARG00000096756,si:ch211-196c10
ENSDARG00000116260,CR847938.3
ENSDARG00000114140,gfi1ab
ENSDARG00000075295,tulp1a
ENSDARG00000105279,si:ch211-108c17
ENSDARG00000053868,etv2
ENSDARG00000110743,BX088721.4
ENSDARG00000069988,arid6
ENSDARG00000093420,creb1b
ENSDARG00000056819,hoxa9b
ENSDARG00000060925,jarid2a
ENSDARG00000104162,hoxa11a
ENSDARG00000110923,BX294188.1
ENSDARG00000040911,meox2a
ENSDARG00000111193,BX548076.4
ENSDARG00000101523,arxb
ENSDARG00000009922,dmbx1a
ENSDARG00000078004,drl
ENSDARG00000098273,zbtb14
ENSDARG00000001210,arl14ep
ENSDARG00000043821,klf7b
ENSDARG00000039602,atoh1c
ENSDARG00000114805,CU469530.2
ENSDARG00000097928,si:ch73-40a17
ENSDARG00000059474,mlxip
ENSDARG00000115381,BX927255.4
ENSDARG00000074897,hes2
ENSDARG00000076214,zgc:165514
ENSDARG00000115220,BX005085.6
ENSDARG00000070352,hoxc12a
ENSDARG00000009822,her4
ENSDARG00000093424,znf1135
ENSDARG00000091127,klf15
ENSDARG00000113922,BX470098.1
ENSDARG00000015482,zgc:113518
ENSDARG00000110597,AL807792.2
ENSDARG00000112070,znf1121
ENSDARG00000096107,BX649516.4
ENSDARG00000061352,bcl11aa
ENSDARG00000059354,glmp
ENSDARG00000074319,sall1a
ENSDARG00000102062,si:dkeyp-82h4
ENSDARG00000113145,CR394540.2
ENSDARG00000105074,BX000701.2
ENSDARG00000104678,CU467646.6
ENSDARG00000105532,znf16l
ENSDARG00000093157,si:ch73-236c18
ENSDARG00000093240,GMEB2
ENSDARG00000102635,znf1037
ENSDARG00000104407,BX649453
ENSDARG00000110856,CABZ01020455.1
ENSDARG00000045936,pax6b
ENSDARG00000042689,zbtb37
ENSDARG00000117113,CR790365.2
ENSDARG00000111950,mxi1
ENSDARG00000032039,mxd1
ENSDARG00000105127,si:ch211-155e24
ENSDARG00000092174,si:ch211-59d15
ENSDARG00000055276,rel
ENSDARG00000052826,runx3
ENSDARG00000112586,si:ch211-283l16
ENSDARG00000071741,zgc:112977
ENSDARG00000094109,znf1168
ENSDARG00000097442,si:dkey-77f5
ENSDARG00000116393,CABZ01067581.1
ENSDARG00000091408,mtcl1
ENSDARG00000020133,jdp2b
ENSDARG00000100398,pax7a
ENSDARG00000054560,her15.2
ENSDARG00000041381,arntl2
ENSDARG00000100214,si:dkey-247i3
ENSDARG00000076520,mafb
ENSDARG00000094563,znf1144
ENSDARG00000110248,BX284636.2
ENSDARG00000009134,hlx1
ENSDARG00000087835,si:ch211-113p18
ENSDARG00000115382,meox1
ENSDARG00000092152,si:dkey-4c15
ENSDARG00000101954,hoxc6b
ENSDARG00000053301,insm1b
ENSDARG00000099890,CU207221.2
ENSDARG00000058039,bhlhe22
ENSDARG00000109749,si:ch211-162i8
ENSDARG00000116037,CR354584.9
ENSDARG00000009470,hnf1a
ENSDARG00000103341,si:ch211-110e21
ENSDARG00000077712,zgc:113886
ENSDARG00000044485,sall4
ENSDARG00000010794,tfeb
ENSDARG00000057527,mef2ab
ENSDARG00000069382,mxtx1
ENSDARG00000113365,BX322657.3
ENSDARG00000103348,si:dkey-176f19
ENSDARG00000102898,mtf1
ENSDARG00000103658,hivep1
ENSDARG00000102556,nfat5b
ENSDARG00000079631,si:ch211-113e8
ENSDARG00000059280,hoxd3a
ENSDARG00000016526,gata3
ENSDARG00000101859,mnta
ENSDARG00000029263,hoxb3a
ENSDARG00000030402,twist1a
ENSDARG00000068194,klf9
ENSDARG00000071684,rx1
ENSDARG00000102550,CABZ01080371.2
ENSDARG00000114716,znf1117
ENSDARG00000090160,si:dkey-156k2
ENSDARG00000052348,smarca5
ENSDARG00000098696,rela
ENSDARG00000086393,dbx1a
ENSDARG00000091481,foxc1a
ENSDARG00000067797,spi1a
ENSDARG00000004111,esr1
ENSDARG00000070463,e2f3
ENSDARG00000116117,si:dkey-40n15
ENSDARG00000099247,si:dkey-68o6
ENSDARG00000103981,bhlha9
ENSDARG00000038687,nfkb2
ENSDARG00000006253,mier3a
ENSDARG00000056783,raraa
ENSDARG00000102501,hoxa5a
ENSDARG00000039756,prop1
ENSDARG00000021833,ahr2
ENSDARG00000018611,lbx1b
ENSDARG00000058011,arxa
ENSDARG00000111465,znf1104
ENSDARG00000112878,znf1101
ENSDARG00000115855,AL833789.4
ENSDARG00000004695,six4a
ENSDARG00000017397,smarcc1a
ENSDARG00000111979,CR394552.1
ENSDARG00000103720,zgc:162730
ENSDARG00000045094,si:dkey-222b8
ENSDARG00000054632,fli1a
ENSDARG00000078018,si:dkey-79d12
ENSDARG00000042526,sebox
ENSDARG00000021855,arnt
ENSDARG00000027082,hmbox1a
ENSDARG00000037238,smad5
ENSDARG00000100961,zgc:174653
ENSDARG00000111635,lhx1b
ENSDARG00000071581,zgc:174564
ENSDARG00000093129,si:rp71-45k5
ENSDARG00000075116,sall2
ENSDARG00000093656,si:dkeyp-2e4
ENSDARG00000115233,en2a
ENSDARG00000057936,lhx5
ENSDARG00000112473,BX572103.1
ENSDARG00000021232,nkx2
ENSDARG00000016854,neurod2
ENSDARG00000070658,zbtb12
ENSDARG00000116765,zgc:162962
ENSDARG00000092784,znf1109
ENSDARG00000114364,znf985
ENSDARG00000040214,scrt1b
ENSDARG00000028348,pax3b
ENSDARG00000113123,BX004838.1
ENSDARG00000028335,hmga1a
ENSDARG00000031316,six6b
ENSDARG00000104090,june
ENSDARG00000115818,znf1099
ENSDARG00000097947,mespbb
ENSDARG00000040137,jdp2a
ENSDARG00000079760,zgc:112998
ENSDARG00000094514,si:dkey-7l6
ENSDARG00000013279,znf76
ENSDARG00000100509,si:dkey-82i20
ENSDARG00000105696,CABZ01021433.1
ENSDARG00000110100,si:ch73-92e7
ENSDARG00000101807,si:ch211-120c15
ENSDARG00000063649,tead3b
ENSDARG00000087330,maza
ENSDARG00000040432,klf2b
ENSDARG00000035984,mnx1
ENSDARG00000036698,znf865
ENSDARG00000101919,foxj1a
ENSDARG00000114793,CU182823.4
ENSDARG00000003165,nr2f6b
ENSDARG00000103346,si:dkeyp-85d8
ENSDARG00000115846,AL953896.4
ENSDARG00000112357,CR926887.2
ENSDARG00000111757,rarab
ENSDARG00000035508,barhl1a
ENSDARG00000112713,BX247875.2
ENSDARG00000026513,hoxb6b
ENSDARG00000092269,si:dkeyp-41f9
ENSDARG00000104335,si:ch211-212k5
ENSDARG00000036094,pias1a
ENSDARG00000008174,hoxb1a
ENSDARG00000074030,myt1a
ENSDARG00000102665,CABZ01033180.1
ENSDARG00000099070,FP074867.1
ENSDARG00000036292,cdx4
ENSDARG00000069737,pou4f2
ENSDARG00000022952,zgc:66448
ENSDARG00000071097,si:ch73-367f21
ENSDARG00000102008,si:dkey-72l17
ENSDARG00000068366,si:dkey-154p10
ENSDARG00000059483,tead1b
ENSDARG00000007406,phox2a
ENSDARG00000114947,BX465848.1
ENSDARG00000101369,CABZ01090890.1
ENSDARG00000115932,csdc2a
ENSDARG00000112449,BX248122.1
ENSDARG00000097261,si:dkey-4c15
ENSDARG00000114449,BX004962.6
ENSDARG00000094175,znf1027
